subject	session	status	output
sub-074	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
34.34         none                (0, 1, 2)           scanner
32.37         none                (0, 1, 2)           image
32.02            2                (0, 1, 2)           image
31.00            1                (2, 1, 0)           image
30.61         none                (2, 1, 0)           scanner
28.70         none                (0, 2, 1)           scanner
27.98            2                (2, 1, 0)           scanner
27.06            2                (1, 2, 0)           scanner
26.89            1                (0, 1, 2)           scanner
26.73         none                (2, 1, 0)           image
26.60         none                (1, 0, 2)           image
26.11            1                (1, 0, 2)           scanner
25.92            1                (2, 1, 0)           scanner
25.21            1                (2, 0, 1)           scanner
24.86            2                (1, 0, 2)           image
24.76            2                (0, 2, 1)           scanner
24.60            0                (0, 1, 2)           image
24.44            0                (1, 0, 2)           image
24.12         none                (1, 0, 2)           scanner
24.07            1                (1, 0, 2)           image
23.97         none                (0, 2, 1)           image
23.88            2                (2, 1, 0)           image
23.85            0                (1, 2, 0)           scanner
23.54            0                (0, 2, 1)           image
23.43            2                (0, 1, 2)           scanner
22.90            2                (2, 0, 1)           image
22.88            2                (0, 2, 1)           image
22.88            0                (2, 1, 0)           scanner
22.62            2                (1, 0, 2)           scanner
22.54         none                (2, 0, 1)           scanner
21.86            0                (0, 2, 1)           scanner
21.75            2                (1, 2, 0)           image
21.65            0                (0, 1, 2)           scanner
21.23            0                (2, 1, 0)           image
21.14            1                (1, 2, 0)           scanner
21.12            1                (0, 2, 1)           image
21.02            1                (1, 2, 0)           image
20.44            1                (2, 0, 1)           image
20.44         none                (2, 0, 1)           image
20.43            1                (0, 2, 1)           scanner
19.97            1                (0, 1, 2)           image
19.72            0                (1, 2, 0)           image
19.41            0                (1, 0, 2)           scanner
19.16         none                (1, 2, 0)           image
18.60         none                (1, 2, 0)           scanner
18.52            0                (2, 0, 1)           scanner
18.26            2                (2, 0, 1)           scanner
17.29            0                (2, 0, 1)           image"
sub-075	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
41.19         none                (0, 1, 2)           image
33.79         none                (0, 1, 2)           scanner
31.82         none                (2, 1, 0)           scanner
29.02            0                (0, 2, 1)           image
28.53         none                (0, 2, 1)           image
27.75            2                (0, 1, 2)           scanner
26.38         none                (0, 2, 1)           scanner
26.21            0                (0, 2, 1)           scanner
25.37            0                (2, 1, 0)           scanner
24.56            2                (1, 0, 2)           scanner
24.46            2                (0, 1, 2)           image
24.30            1                (0, 2, 1)           image
24.11            2                (2, 1, 0)           image
23.56            1                (2, 1, 0)           scanner
23.53         none                (1, 0, 2)           scanner
23.50         none                (2, 1, 0)           image
22.85            2                (0, 2, 1)           scanner
22.85         none                (2, 0, 1)           scanner
22.79            1                (2, 0, 1)           image
22.49         none                (1, 0, 2)           image
22.47            0                (1, 0, 2)           scanner
22.17            1                (0, 1, 2)           scanner
21.75         none                (2, 0, 1)           image
21.55            2                (1, 2, 0)           image
21.21            2                (0, 2, 1)           image
21.19         none                (1, 2, 0)           scanner
21.09            1                (2, 0, 1)           scanner
21.09            1                (0, 2, 1)           scanner
21.03            1                (0, 1, 2)           image
20.91            0                (2, 0, 1)           scanner
20.85            0                (1, 2, 0)           image
20.54            2                (2, 0, 1)           image
20.47            1                (1, 2, 0)           image
20.46            0                (2, 1, 0)           image
20.25            0                (1, 2, 0)           scanner
20.04            2                (1, 0, 2)           image
19.87            2                (2, 1, 0)           scanner
19.78            1                (1, 2, 0)           scanner
19.65            0                (2, 0, 1)           image
19.55            1                (2, 1, 0)           image
19.53            0                (0, 1, 2)           image
18.72            2                (1, 2, 0)           scanner
18.40            2                (2, 0, 1)           scanner
18.33            0                (1, 0, 2)           image
18.13            0                (0, 1, 2)           scanner
17.63         none                (1, 2, 0)           image
17.62            1                (1, 0, 2)           scanner
16.74            1                (1, 0, 2)           image"
sub-075	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
17.83            2                (1, 0, 2)           image
17.83            0                (0, 2, 1)           image
17.78            0                (2, 0, 1)           image
17.48            1                (1, 0, 2)           image
17.26            1                (1, 0, 2)           scanner
17.22            0                (1, 2, 0)           image
17.06         none                (1, 0, 2)           image
16.78            1                (2, 0, 1)           image
16.73            1                (2, 0, 1)           scanner
16.56            0                (0, 1, 2)           scanner
16.55         none                (0, 2, 1)           image
16.17            2                (0, 2, 1)           image
16.01         none                (2, 0, 1)           image
16.00         none                (1, 2, 0)           scanner
15.64            2                (2, 0, 1)           scanner
15.42            0                (1, 0, 2)           scanner
15.37            2                (2, 1, 0)           scanner
15.18            1                (1, 2, 0)           image
15.09         none                (0, 2, 1)           scanner
14.65            2                (1, 2, 0)           image
14.62         none                (2, 0, 1)           scanner
14.47            0                (2, 0, 1)           scanner
14.42            1                (2, 1, 0)           image
14.40            1                (1, 2, 0)           scanner
14.01            2                (1, 0, 2)           scanner
13.93         none                (1, 2, 0)           image
13.86         none                (2, 1, 0)           scanner
13.74         none                (0, 1, 2)           image
13.65         none                (2, 1, 0)           image
13.60            0                (2, 1, 0)           image
13.49            2                (0, 1, 2)           scanner
13.41            2                (0, 2, 1)           scanner
13.31            0                (0, 1, 2)           image
13.18            2                (2, 1, 0)           image
13.04            2                (1, 2, 0)           scanner
12.86         none                (1, 0, 2)           scanner
12.48            0                (1, 0, 2)           image
12.45            2                (0, 1, 2)           image
12.27            1                (0, 1, 2)           scanner
12.15         none                (0, 1, 2)           scanner
12.09            1                (0, 1, 2)           image
11.64            0                (1, 2, 0)           scanner
11.32            0                (2, 1, 0)           scanner
11.26            2                (2, 0, 1)           image
11.21            1                (0, 2, 1)           image
10.68            1                (2, 1, 0)           scanner
10.32            0                (0, 2, 1)           scanner
 9.91            1                (0, 2, 1)           scanner"
sub-075	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
50.25         none                (0, 1, 2)           scanner
33.66         none                (0, 1, 2)           image
30.01         none                (2, 1, 0)           scanner
29.02            2                (0, 1, 2)           image
28.66         none                (2, 1, 0)           image
28.63            0                (0, 1, 2)           scanner
27.18            1                (0, 1, 2)           image
27.04         none                (1, 0, 2)           scanner
26.88            2                (1, 2, 0)           image
26.54            1                (1, 0, 2)           image
26.43            2                (2, 1, 0)           image
25.99            1                (0, 2, 1)           image
25.88            0                (2, 1, 0)           scanner
25.79            0                (2, 0, 1)           scanner
25.44            1                (0, 1, 2)           scanner
25.40            0                (0, 2, 1)           image
25.38            1                (2, 1, 0)           scanner
25.16            0                (1, 0, 2)           image
25.12            0                (0, 1, 2)           image
24.98         none                (0, 2, 1)           scanner
24.37            2                (0, 1, 2)           scanner
24.23         none                (1, 0, 2)           image
24.00            0                (2, 0, 1)           image
23.73            2                (0, 2, 1)           scanner
23.64         none                (1, 2, 0)           scanner
23.59            2                (2, 1, 0)           scanner
23.58            0                (1, 0, 2)           scanner
23.54            2                (1, 0, 2)           scanner
23.15            1                (1, 0, 2)           scanner
23.10            0                (1, 2, 0)           scanner
22.65            1                (1, 2, 0)           scanner
22.29            2                (2, 0, 1)           scanner
22.17         none                (0, 2, 1)           image
21.95            0                (1, 2, 0)           image
21.83            2                (1, 0, 2)           image
21.70            1                (2, 1, 0)           image
21.65         none                (1, 2, 0)           image
21.38            1                (2, 0, 1)           image
21.35            2                (2, 0, 1)           image
21.24            0                (0, 2, 1)           scanner
21.00            1                (1, 2, 0)           image
20.58         none                (2, 0, 1)           image
19.91            1                (2, 0, 1)           scanner
19.78            0                (2, 1, 0)           image
19.45            1                (0, 2, 1)           scanner
18.50            2                (1, 2, 0)           scanner
17.15         none                (2, 0, 1)           scanner
15.34            2                (0, 2, 1)           image"
sub-076	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
40.22         none                (0, 1, 2)           image
35.84         none                (0, 1, 2)           scanner
30.60            0                (0, 2, 1)           scanner
26.02            1                (0, 1, 2)           image
25.14            0                (0, 2, 1)           image
24.64            2                (0, 1, 2)           image
24.30            2                (0, 1, 2)           scanner
24.15            2                (0, 2, 1)           scanner
23.83         none                (2, 1, 0)           image
23.65         none                (1, 0, 2)           scanner
23.45         none                (2, 1, 0)           scanner
23.21            2                (1, 0, 2)           image
23.06         none                (0, 2, 1)           scanner
22.70            2                (2, 0, 1)           image
22.40            0                (2, 0, 1)           image
22.38            1                (2, 0, 1)           image
22.31            1                (2, 1, 0)           image
22.06            2                (1, 0, 2)           scanner
22.05         none                (1, 0, 2)           image
21.99            1                (0, 1, 2)           scanner
21.72            1                (1, 2, 0)           scanner
21.68            0                (1, 0, 2)           image
21.44         none                (0, 2, 1)           image
21.02            2                (2, 1, 0)           image
20.85            1                (1, 0, 2)           scanner
20.84            2                (0, 2, 1)           image
20.81            0                (0, 1, 2)           image
20.76            0                (0, 1, 2)           scanner
20.73         none                (2, 0, 1)           scanner
20.59            2                (1, 2, 0)           image
20.58            0                (1, 2, 0)           image
20.42            1                (2, 1, 0)           scanner
20.07            0                (2, 0, 1)           scanner
20.02            1                (0, 2, 1)           image
19.81            1                (1, 2, 0)           image
19.76            2                (2, 1, 0)           scanner
19.38            1                (2, 0, 1)           scanner
19.34         none                (1, 2, 0)           scanner
19.06            0                (2, 1, 0)           scanner
19.05         none                (2, 0, 1)           image
19.02            0                (2, 1, 0)           image
18.97            0                (1, 0, 2)           scanner
18.90            2                (2, 0, 1)           scanner
18.78            2                (1, 2, 0)           scanner
18.36            1                (1, 0, 2)           image
18.15            1                (0, 2, 1)           scanner
18.00            0                (1, 2, 0)           scanner
14.53         none                (1, 2, 0)           image"
sub-076	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
21.70         none                (0, 1, 2)           image
21.26         none                (2, 0, 1)           scanner
21.19            2                (2, 0, 1)           image
21.08            1                (1, 2, 0)           scanner
20.85         none                (1, 0, 2)           scanner
20.38            0                (2, 1, 0)           image
19.46            0                (1, 0, 2)           image
19.39         none                (0, 1, 2)           scanner
19.17            0                (1, 2, 0)           image
19.11            1                (1, 0, 2)           scanner
18.43         none                (2, 1, 0)           scanner
18.12            2                (2, 0, 1)           scanner
18.09            2                (1, 0, 2)           image
17.95            2                (1, 2, 0)           image
17.93         none                (1, 0, 2)           image
17.81            1                (0, 2, 1)           image
17.45         none                (2, 0, 1)           image
17.39            1                (2, 0, 1)           image
17.10            0                (0, 1, 2)           scanner
16.89            0                (0, 2, 1)           image
16.68            2                (0, 2, 1)           image
16.65            2                (2, 1, 0)           image
16.54            1                (1, 0, 2)           image
16.51         none                (0, 2, 1)           scanner
16.16            2                (0, 1, 2)           image
15.63            0                (2, 1, 0)           scanner
15.44            1                (2, 0, 1)           scanner
15.06            1                (0, 2, 1)           scanner
14.82            2                (0, 2, 1)           scanner
14.78            2                (2, 1, 0)           scanner
14.66            0                (2, 0, 1)           scanner
14.20         none                (1, 2, 0)           scanner
14.05         none                (0, 2, 1)           image
13.80            2                (0, 1, 2)           scanner
13.52            0                (0, 2, 1)           scanner
13.48         none                (2, 1, 0)           image
13.41            1                (1, 2, 0)           image
13.28            1                (0, 1, 2)           image
13.25            1                (2, 1, 0)           image
13.08            0                (1, 0, 2)           scanner
12.70            0                (1, 2, 0)           scanner
12.49            0                (0, 1, 2)           image
12.44            1                (0, 1, 2)           scanner
12.42            1                (2, 1, 0)           scanner
11.96            0                (2, 0, 1)           image
11.78            2                (1, 0, 2)           scanner
11.61            2                (1, 2, 0)           scanner
11.20         none                (1, 2, 0)           image"
sub-076	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
46.15         none                (0, 1, 2)           image
38.63         none                (0, 1, 2)           scanner
31.79         none                (2, 1, 0)           image
31.10            1                (2, 1, 0)           scanner
30.15            1                (2, 1, 0)           image
30.04            1                (0, 1, 2)           image
29.96            0                (0, 2, 1)           image
29.40            1                (1, 0, 2)           image
28.64         none                (2, 1, 0)           scanner
28.46         none                (0, 2, 1)           image
27.44            2                (0, 1, 2)           image
26.43            0                (0, 2, 1)           scanner
26.41         none                (1, 0, 2)           scanner
25.94            0                (0, 1, 2)           scanner
25.81            1                (1, 0, 2)           scanner
25.61            0                (1, 2, 0)           image
25.45            0                (1, 0, 2)           image
25.00            0                (0, 1, 2)           image
24.21            1                (0, 1, 2)           scanner
23.84         none                (0, 2, 1)           scanner
23.78         none                (1, 0, 2)           image
23.78            0                (2, 1, 0)           scanner
23.66            1                (1, 2, 0)           image
23.49            2                (2, 1, 0)           scanner
23.29            0                (1, 2, 0)           scanner
23.13            2                (1, 0, 2)           image
22.96            0                (2, 0, 1)           scanner
22.95            1                (2, 0, 1)           scanner
22.81            1                (1, 2, 0)           scanner
22.81            2                (1, 0, 2)           scanner
22.72            2                (0, 1, 2)           scanner
22.72            0                (2, 0, 1)           image
22.53         none                (2, 0, 1)           scanner
22.26         none                (1, 2, 0)           scanner
21.91            1                (0, 2, 1)           scanner
21.73            2                (0, 2, 1)           image
21.67            0                (1, 0, 2)           scanner
21.62            0                (2, 1, 0)           image
21.17            1                (2, 0, 1)           image
20.98            2                (2, 0, 1)           image
20.47            2                (2, 1, 0)           image
20.42            1                (0, 2, 1)           image
20.15            2                (2, 0, 1)           scanner
19.88         none                (2, 0, 1)           image
19.65            2                (0, 2, 1)           scanner
19.33         none                (1, 2, 0)           image
18.40            2                (1, 2, 0)           image
17.29            2                (1, 2, 0)           scanner"
sub-077	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
45.93         none                (0, 1, 2)           scanner
37.25         none                (0, 1, 2)           image
32.25            0                (0, 2, 1)           scanner
31.93            0                (0, 2, 1)           image
28.93         none                (0, 2, 1)           image
27.41         none                (2, 1, 0)           image
26.78         none                (0, 2, 1)           scanner
26.44            1                (0, 1, 2)           image
26.28            1                (0, 2, 1)           image
26.07            2                (0, 1, 2)           image
25.33            2                (0, 1, 2)           scanner
25.21            2                (1, 0, 2)           image
24.91            0                (1, 2, 0)           scanner
23.82            0                (2, 0, 1)           image
23.55         none                (2, 1, 0)           scanner
23.51            0                (2, 0, 1)           scanner
23.38            1                (2, 1, 0)           image
23.18            2                (0, 2, 1)           image
22.95            2                (0, 2, 1)           scanner
22.81         none                (1, 0, 2)           scanner
22.59            1                (2, 0, 1)           scanner
22.49            1                (0, 1, 2)           scanner
22.42            2                (2, 0, 1)           image
22.22            2                (1, 2, 0)           scanner
21.92            1                (1, 2, 0)           image
21.74         none                (2, 0, 1)           scanner
21.70            0                (1, 0, 2)           image
21.66            2                (2, 0, 1)           scanner
21.66            1                (2, 0, 1)           image
21.52            2                (2, 1, 0)           image
21.37            0                (0, 1, 2)           scanner
21.14            1                (2, 1, 0)           scanner
21.10            2                (1, 0, 2)           scanner
21.09            0                (1, 0, 2)           scanner
21.01            2                (2, 1, 0)           scanner
20.94            1                (0, 2, 1)           scanner
20.81            0                (0, 1, 2)           image
20.47         none                (1, 2, 0)           scanner
20.41            2                (1, 2, 0)           image
19.50         none                (2, 0, 1)           image
19.39            1                (1, 0, 2)           image
19.22            0                (2, 1, 0)           image
19.18            0                (1, 2, 0)           image
18.92         none                (1, 0, 2)           image
18.21         none                (1, 2, 0)           image
17.89            0                (2, 1, 0)           scanner
17.48            1                (1, 2, 0)           scanner
17.43            1                (1, 0, 2)           scanner"
sub-077	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
49.72            2                (0, 1, 2)           scanner
48.78            2                (2, 0, 1)           scanner
48.42         none                (0, 1, 2)           image
48.19            1                (0, 1, 2)           scanner
47.93            1                (0, 2, 1)           image
47.28         none                (2, 0, 1)           image
47.04            0                (0, 1, 2)           image
46.30            0                (0, 2, 1)           scanner
46.22            1                (2, 1, 0)           image
45.78            1                (1, 0, 2)           scanner
44.60            2                (0, 2, 1)           image
44.52            1                (2, 0, 1)           scanner
44.20            0                (1, 0, 2)           image
43.52            1                (0, 1, 2)           image
43.50            2                (1, 0, 2)           image
42.90         none                (0, 1, 2)           scanner
42.57            2                (1, 2, 0)           scanner
42.50         none                (1, 0, 2)           image
42.01            2                (1, 2, 0)           image
41.87            1                (1, 0, 2)           image
41.85            2                (1, 0, 2)           scanner
41.77         none                (1, 0, 2)           scanner
40.97            2                (2, 0, 1)           image
40.81            0                (1, 2, 0)           image
40.61            1                (1, 2, 0)           image
40.47            0                (2, 1, 0)           scanner
40.05            0                (1, 0, 2)           scanner
40.04            1                (2, 1, 0)           scanner
39.88         none                (1, 2, 0)           image
39.76         none                (0, 2, 1)           scanner
39.74            1                (0, 2, 1)           scanner
38.93         none                (1, 2, 0)           scanner
38.77            0                (0, 2, 1)           image
38.48         none                (0, 2, 1)           image
38.13            2                (0, 2, 1)           scanner
37.82         none                (2, 1, 0)           scanner
37.29         none                (2, 0, 1)           scanner
37.22            2                (2, 1, 0)           image
37.19         none                (2, 1, 0)           image
36.82            2                (0, 1, 2)           image
36.81            0                (1, 2, 0)           scanner
36.80            1                (1, 2, 0)           scanner
36.35            0                (2, 1, 0)           image
35.83            0                (0, 1, 2)           scanner
35.79            2                (2, 1, 0)           scanner
33.44            0                (2, 0, 1)           image
32.68            0                (2, 0, 1)           scanner
31.85            1                (2, 0, 1)           image"
sub-077	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
33.45         none                (0, 1, 2)           image
32.40         none                (0, 1, 2)           scanner
29.09            1                (2, 1, 0)           scanner
28.06         none                (2, 1, 0)           scanner
27.48            0                (2, 1, 0)           image
27.45            1                (0, 2, 1)           scanner
27.39            0                (0, 2, 1)           image
27.21            0                (0, 1, 2)           image
27.18            2                (1, 0, 2)           scanner
26.65         none                (1, 0, 2)           image
26.61            0                (0, 2, 1)           scanner
25.99         none                (1, 2, 0)           image
25.94            2                (0, 1, 2)           image
25.77            2                (1, 2, 0)           image
25.40         none                (1, 0, 2)           scanner
24.85            0                (0, 1, 2)           scanner
24.37            0                (1, 0, 2)           image
24.23         none                (0, 2, 1)           image
23.98         none                (2, 1, 0)           image
23.70         none                (2, 0, 1)           scanner
23.58            1                (0, 1, 2)           scanner
23.55            1                (0, 1, 2)           image
23.31            0                (2, 1, 0)           scanner
23.16            1                (1, 0, 2)           scanner
22.99         none                (0, 2, 1)           scanner
22.85         none                (1, 2, 0)           scanner
22.78            0                (1, 2, 0)           image
22.72            2                (2, 1, 0)           scanner
22.20            1                (2, 0, 1)           scanner
22.13            0                (2, 0, 1)           scanner
22.02            1                (2, 1, 0)           image
21.82            2                (1, 0, 2)           image
21.57            2                (2, 1, 0)           image
21.57            1                (1, 2, 0)           image
21.47            2                (0, 1, 2)           scanner
21.17            1                (1, 2, 0)           scanner
20.80            0                (1, 0, 2)           scanner
20.73            1                (1, 0, 2)           image
20.48            0                (2, 0, 1)           image
19.83            2                (1, 2, 0)           scanner
19.60            1                (0, 2, 1)           image
19.53            2                (0, 2, 1)           image
19.31            2                (2, 0, 1)           scanner
19.04            2                (2, 0, 1)           image
18.98            0                (1, 2, 0)           scanner
18.74            1                (2, 0, 1)           image
18.04         none                (2, 0, 1)           image
17.87            2                (0, 2, 1)           scanner"
sub-078	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
39.75         none                (0, 1, 2)           scanner
39.01         none                (0, 1, 2)           image
29.53         none                (0, 2, 1)           image
26.43         none                (2, 1, 0)           scanner
26.43         none                (2, 1, 0)           image
25.90            1                (0, 1, 2)           scanner
25.87            1                (0, 1, 2)           image
25.78            2                (1, 0, 2)           scanner
25.40         none                (0, 2, 1)           scanner
25.33            1                (2, 1, 0)           image
23.72            0                (0, 2, 1)           scanner
23.32            2                (0, 2, 1)           image
23.29            0                (0, 2, 1)           image
23.08            2                (0, 1, 2)           scanner
23.08            2                (0, 2, 1)           scanner
23.00            2                (1, 0, 2)           image
22.87            1                (0, 2, 1)           scanner
22.11            0                (1, 2, 0)           image
22.03         none                (1, 0, 2)           scanner
21.87            2                (0, 1, 2)           image
21.76         none                (1, 0, 2)           image
21.57            0                (2, 0, 1)           scanner
21.53            2                (2, 1, 0)           scanner
20.55            0                (1, 0, 2)           scanner
20.48            1                (1, 2, 0)           image
19.85            0                (2, 1, 0)           scanner
19.75            1                (1, 0, 2)           image
19.69         none                (1, 2, 0)           image
19.54            1                (1, 2, 0)           scanner
19.46            2                (2, 0, 1)           image
19.12            2                (1, 2, 0)           scanner
18.99            1                (2, 0, 1)           image
18.85            0                (0, 1, 2)           scanner
18.83            0                (1, 0, 2)           image
18.82            2                (1, 2, 0)           image
18.66         none                (1, 2, 0)           scanner
18.63            1                (2, 0, 1)           scanner
18.47         none                (2, 0, 1)           image
18.45            0                (0, 1, 2)           image
18.43            2                (2, 1, 0)           image
18.10            0                (2, 1, 0)           image
18.04            2                (2, 0, 1)           scanner
17.57            1                (2, 1, 0)           scanner
17.51            1                (0, 2, 1)           image
17.25            0                (1, 2, 0)           scanner
16.74            0                (2, 0, 1)           image
16.04         none                (2, 0, 1)           scanner
14.62            1                (1, 0, 2)           scanner"
sub-078	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
22.39            2                (1, 0, 2)           image
21.71         none                (2, 0, 1)           image
21.67            0                (2, 1, 0)           image
21.45            0                (2, 0, 1)           image
20.40            0                (0, 1, 2)           image
19.44            1                (1, 0, 2)           scanner
19.40         none                (2, 1, 0)           scanner
18.95            0                (1, 2, 0)           scanner
18.82            0                (2, 0, 1)           scanner
18.22            2                (2, 0, 1)           image
18.01            2                (0, 1, 2)           image
17.36            0                (0, 1, 2)           scanner
17.32            0                (1, 2, 0)           image
17.30            0                (0, 2, 1)           image
16.99         none                (0, 1, 2)           scanner
16.90            1                (2, 0, 1)           image
16.67            1                (2, 1, 0)           scanner
16.54            1                (1, 0, 2)           image
16.38            1                (2, 1, 0)           image
16.09         none                (0, 1, 2)           image
16.07         none                (1, 0, 2)           image
16.03            2                (1, 2, 0)           scanner
15.77         none                (2, 1, 0)           image
15.67            0                (1, 0, 2)           image
15.36            1                (0, 2, 1)           scanner
15.25            1                (0, 1, 2)           scanner
15.13            1                (0, 2, 1)           image
14.97         none                (1, 2, 0)           image
14.94            1                (2, 0, 1)           scanner
14.86            2                (0, 1, 2)           scanner
14.59            2                (1, 0, 2)           scanner
14.43         none                (2, 0, 1)           scanner
14.40         none                (1, 2, 0)           scanner
14.14            2                (1, 2, 0)           image
13.96            0                (0, 2, 1)           scanner
13.80            0                (2, 1, 0)           scanner
13.60            2                (0, 2, 1)           scanner
13.28            2                (2, 1, 0)           scanner
13.25            2                (2, 0, 1)           scanner
13.22            1                (0, 1, 2)           image
13.19            2                (2, 1, 0)           image
13.07            2                (0, 2, 1)           image
12.97         none                (1, 0, 2)           scanner
12.92            1                (1, 2, 0)           scanner
12.76         none                (0, 2, 1)           scanner
12.34            1                (1, 2, 0)           image
12.25         none                (0, 2, 1)           image
11.39            0                (1, 0, 2)           scanner"
sub-078	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
41.48         none                (0, 1, 2)           image
36.81         none                (0, 1, 2)           scanner
34.12            2                (0, 1, 2)           scanner
30.58         none                (2, 1, 0)           image
29.00         none                (2, 1, 0)           scanner
28.49            0                (0, 1, 2)           image
27.86            1                (2, 1, 0)           scanner
27.18            1                (1, 2, 0)           scanner
26.42         none                (1, 0, 2)           image
25.80            1                (0, 1, 2)           image
25.57            1                (1, 0, 2)           image
25.53            0                (0, 1, 2)           scanner
25.49            0                (0, 2, 1)           image
25.45            0                (2, 0, 1)           image
25.24            2                (1, 0, 2)           scanner
25.16            0                (2, 1, 0)           image
25.09            0                (1, 0, 2)           image
24.70         none                (0, 2, 1)           image
24.36            1                (2, 0, 1)           scanner
24.32            2                (1, 2, 0)           image
24.29            1                (1, 0, 2)           scanner
24.28            2                (1, 0, 2)           image
24.25            1                (0, 1, 2)           scanner
24.14            0                (0, 2, 1)           scanner
23.92         none                (1, 0, 2)           scanner
23.44            1                (0, 2, 1)           scanner
23.10            2                (0, 1, 2)           image
22.57            0                (1, 2, 0)           scanner
22.53            2                (2, 0, 1)           image
22.36            2                (2, 0, 1)           scanner
22.34            0                (2, 1, 0)           scanner
22.09            2                (1, 2, 0)           scanner
21.83            1                (2, 1, 0)           image
21.53            2                (0, 2, 1)           image
21.41            0                (1, 2, 0)           image
21.41         none                (0, 2, 1)           scanner
21.31            2                (0, 2, 1)           scanner
21.30         none                (1, 2, 0)           image
21.05            2                (2, 1, 0)           image
20.64            1                (1, 2, 0)           image
20.29            1                (2, 0, 1)           image
20.29            0                (1, 0, 2)           scanner
19.97            1                (0, 2, 1)           image
19.27            2                (2, 1, 0)           scanner
19.11         none                (2, 0, 1)           scanner
18.21            0                (2, 0, 1)           scanner
18.19         none                (1, 2, 0)           scanner
17.84         none                (2, 0, 1)           image"
sub-079	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
40.06         none                (0, 1, 2)           image
39.94         none                (0, 1, 2)           scanner
35.56            2                (0, 1, 2)           scanner
32.49            1                (0, 1, 2)           scanner
27.50         none                (1, 0, 2)           scanner
26.93            1                (1, 0, 2)           image
26.33         none                (0, 2, 1)           scanner
26.31            2                (0, 2, 1)           scanner
26.26            1                (2, 0, 1)           scanner
26.04            2                (1, 0, 2)           image
26.03            0                (0, 1, 2)           image
25.91            1                (0, 2, 1)           image
25.88         none                (2, 1, 0)           scanner
25.75         none                (0, 2, 1)           image
25.69            2                (1, 2, 0)           image
25.14            1                (1, 2, 0)           scanner
25.13            1                (0, 1, 2)           image
24.88            0                (1, 0, 2)           scanner
24.28            1                (2, 1, 0)           image
24.06            2                (0, 1, 2)           image
23.63         none                (2, 0, 1)           image
23.55            0                (1, 0, 2)           image
23.53            1                (2, 1, 0)           scanner
23.43         none                (2, 1, 0)           image
22.87         none                (1, 2, 0)           scanner
22.69            2                (1, 0, 2)           scanner
22.58         none                (1, 2, 0)           image
22.32         none                (1, 0, 2)           image
22.20            0                (2, 0, 1)           image
22.07            2                (1, 2, 0)           scanner
22.07            2                (0, 2, 1)           image
21.73         none                (2, 0, 1)           scanner
21.59            1                (0, 2, 1)           scanner
21.51            2                (2, 1, 0)           image
21.45            0                (2, 1, 0)           scanner
21.26            0                (2, 1, 0)           image
20.73            2                (2, 1, 0)           scanner
20.60            0                (1, 2, 0)           scanner
20.50            2                (2, 0, 1)           scanner
20.48            0                (2, 0, 1)           scanner
20.12            2                (2, 0, 1)           image
19.45            0                (0, 2, 1)           image
19.42            0                (0, 1, 2)           scanner
19.16            0                (0, 2, 1)           scanner
18.37            1                (1, 2, 0)           image
18.00            0                (1, 2, 0)           image
17.32            1                (2, 0, 1)           image
15.95            1                (1, 0, 2)           scanner"
