subject	session	mean_signal	median_signal	std_signal	mean_b0_signal	mean_diffusion_signal
sub-006	ses-01	378.3533020019531	324.0	240.3889923095703	691.380859375	264.5251159667969
sub-006	ses-02	103.14613342285156	84.0	85.97599792480469	310.53924560546875	87.78368377685547
sub-006	ses-02	-71.71691131591797	-144.0	2429.53125	-368.2905578613281	-49.74848937988281
sub-006	ses-02	321.2560729980469	275.0	201.56105041503903	583.7223510742188	225.8138122558593
sub-007	ses-01	106.9911117553711	88.0	86.38858795166016	332.087646484375	94.65705108642578
sub-007	ses-01	637.4646606445312	1242.0	2389.26806640625	1689.2274169921875	579.8338012695312
sub-007	ses-01	410.05963134765625	352.0	260.5904541015625	747.185546875	287.4684143066406
sub-007	ses-02	96.62789916992188	87.0	77.4832992553711	307.5318603515625	85.07152557373047
sub-007	ses-02	42.01259613037109	84.0	2317.8232421875	81.67881774902344	39.83910751342773
sub-007	ses-02	293.2598876953125	250.0	187.22129821777344	535.0342407226562	205.3419189453125
sub-008	ses-01	113.0760498046875	96.0	82.04913330078125	310.7598571777344	102.24406433105467
sub-008	ses-01	62.20103073120117	118.0	2599.057861328125	261.7640991210937	51.26606369018555
sub-008	ses-01	377.59771728515625	329.0	215.5247802734375	657.1781005859375	275.9320983886719
sub-008	ses-02	344.34967041015625	299.0	200.6167755126953	604.1033325195312	249.8938140869141
sub-009	ses-01	111.9874038696289	93.0	93.1146469116211	356.1552124023437	98.60834503173828
sub-009	ses-01	743.455322265625	1424.0	2416.58837890625	1680.7615966796875	692.0960083007812
sub-009	ses-01	396.5088195800781	338.0	237.9851531982422	712.9758911132812	281.4299621582031
sub-009	ses-02	115.74285888671876	96.0	96.84779357910156	368.234130859375	101.90772247314452
sub-009	ses-02	226.14993286132807	468.0	2322.815185546875	349.29736328125	219.40213012695312
sub-009	ses-02	359.0820007324219	308.0	215.30435180664065	642.5857543945312	255.9897003173828
sub-010	ses-01	109.98702239990234	93.0	83.99995422363281	324.0780029296875	98.2560043334961
sub-010	ses-01	323.2967834472656	1074.0	2866.04443359375	1514.963623046875	257.9999694824219
sub-010	ses-01	411.0636596679688	357.0	244.1306915283203	730.2341918945312	295.00164794921875
sub-011	ses-01	101.36067199707033	86.0	75.27203369140625	290.9818725585937	90.970458984375
sub-011	ses-01	352.2305908203125	734.0	2369.13134765625	1307.293212890625	299.8983764648437
sub-011	ses-01	351.2146301269531	307.0	203.712158203125	614.85400390625	255.3457946777344
sub-011	ses-02	110.51292419433594	109.0	80.44668579101562	312.8207702636719	99.42756652832033
sub-011	ses-02	-92.6491241455078	-152.0	2432.759765625	-413.6161193847656	-75.0618896484375
sub-011	ses-02	360.73382568359375	314.0	206.7119140625	628.1259155273438	263.50030517578125
