dimension	lr_coefficient	abs_lr_coefficient	permutation_importance_mean	permutation_importance_std
55	-0.48113631283423774	0.48113631283423774	0.0	0.0
54	0.09390120145298632	0.09390120145298632	0.0	0.0
53	0.07579747729856448	0.07579747729856448	0.0	0.0
52	0.07274727826619766	0.07274727826619766	0.0	0.0
51	0.061506367531410304	0.061506367531410304	0.0	0.0
50	-0.01397058336313922	0.01397058336313922	0.0	0.0
49	0.11918209503696292	0.11918209503696292	0.0	0.0
48	-0.2980486476273461	0.2980486476273461	0.0	0.0
47	0.0018445980144089276	0.0018445980144089276	0.0	0.0
46	0.0739772121471229	0.0739772121471229	0.0	0.0
45	-0.17675785649779566	0.17675785649779566	0.0	0.0
44	0.26160602354919993	0.26160602354919993	0.0	0.0
43	-0.16711045016183965	0.16711045016183965	0.0	0.0
42	0.18269398016481977	0.18269398016481977	0.0	0.0
41	-0.21280308758096994	0.21280308758096994	0.0	0.0
40	0.11268476305070053	0.11268476305070053	0.0	0.0
39	-0.38561207417396853	0.38561207417396853	0.0	0.0
38	0.08514811138618233	0.08514811138618233	0.0	0.0
36	-0.3355605568681721	0.3355605568681721	0.0	0.0
35	0.5567233885116578	0.5567233885116578	0.0	0.0
127	-0.21803677960851775	0.21803677960851775	0.0	0.0
