path	subject	session	extension	category	size	potential BIDS destination
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/fMRI_1.mat	SUBC040	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/fMRI_2.mat	SUBC040	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/fMRI_3.mat	SUBC040	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/fMRI_4.mat	SUBC040	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/runs_random.mat	SUBC040	ses-01	.mat	stimulus	138819	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/Results/runs_random_record_subc40.mat	SUBC040	ses-01	.mat	stimulus	195	bids/stimuli/runs_random_record_subc40.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/main.m	SUBC040	ses-01	.m	stimulus	16513	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/2-Grating/presentStimParams.m	SUBC040	ses-01	.m	stimulus	3205	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/Results/March-18-2024_ 5-34-43_PM_Subject_is_subc40_selected_run_id_1.mat	SUBC040	ses-01	.mat	task_timing	827	bids/sub-039/ses-01/func/March-18-2024__5-34-43_PM_Subject_is_subc40_selected_run_id_1_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/Results/March-18-2024_ 5-39-25_PM_Subject_is_subc40_selected_run_id_2.mat	SUBC040	ses-01	.mat	task_timing	828	bids/sub-039/ses-01/func/March-18-2024__5-39-25_PM_Subject_is_subc40_selected_run_id_2_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/Results/March-18-2024_ 5-43-17_PM_Subject_is_subc40_selected_run_id_3.mat	SUBC040	ses-01	.mat	task_timing	828	bids/sub-039/ses-01/func/March-18-2024__5-43-17_PM_Subject_is_subc40_selected_run_id_3_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/Results/March-18-2024_ 5-48-19_PM_Subject_is_subc40_selected_run_id_4.mat	SUBC040	ses-01	.mat	task_timing	828	bids/sub-039/ses-01/func/March-18-2024__5-48-19_PM_Subject_is_subc40_selected_run_id_4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/Show_movie.m	SUBC040	ses-01	.m	stimulus	4743	bids/stimuli/Show_movie.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	SUBC040	ses-01	.m	stimulus	3446	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/4-resting state/main.m	SUBC040	ses-01	.m	unknown	6305	reports/associated_data/unclassified/sub-039/ses-01/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.ecg	SUBC040	ses-01	.ecg	physiology	61154	bids/sub-039/ses-01/func/SUBC40_Session01_2024MAR18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.puls	SUBC040	ses-01	.puls	physiology	7849854	bids/sub-039/ses-01/func/SUBC40_Session01_2024MAR18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_Session01_2024MAR18_Peripheral/SUBC40_Session01_2024MAR18.resp	SUBC040	ses-01	.resp	physiology	7704774	bids/sub-039/ses-01/func/SUBC40_Session01_2024MAR18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.ecg	SUBC040	ses-02	.ecg	physiology	33113	bids/sub-039/ses-02/func/SUBC40-Session2-2024OCT05_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.puls	SUBC040	ses-02	.puls	physiology	6665995	bids/sub-039/ses-02/func/SUBC40-Session2-2024OCT05_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040-Session2-2024OCT05-periphery/SUBC40-Session2-2024OCT05.resp	SUBC040	ses-02	.resp	physiology	6651298	bids/sub-039/ses-02/func/SUBC40-Session2-2024OCT05_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/1-Check_FOV_and_EyeTracking/main.m	SUBC040	ses-02	.m	eye_tracking	18043	bids/sub-039/ses-02/eyetrack/main_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	SUBC040	ses-02	.m	eye_tracking	12568	bids/sub-039/ses-02/eyetrack/updated_main_eyetracking_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/CheckerFlickerSine.m	SUBC040	ses-02	.m	stimulus	6004	bids/stimuli/CheckerFlickerSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/CheckerFlickerSquare.m	SUBC040	ses-02	.m	stimulus	6062	bids/stimuli/CheckerFlickerSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/CheckerMoveSine.m	SUBC040	ses-02	.m	stimulus	4276	bids/stimuli/CheckerMoveSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/CheckerMoveSquare.m	SUBC040	ses-02	.m	stimulus	4301	bids/stimuli/CheckerMoveSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GratingStimulus1.m	SUBC040	ses-02	.m	stimulus	489	bids/stimuli/GratingStimulus1.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GratingStimulus2.m	SUBC040	ses-02	.m	stimulus	485	bids/stimuli/GratingStimulus2.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GratingStimulus3.m	SUBC040	ses-02	.m	stimulus	483	bids/stimuli/GratingStimulus3.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GratingStimulus4.m	SUBC040	ses-02	.m	stimulus	499	bids/stimuli/GratingStimulus4.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GratingStimulus5.m	SUBC040	ses-02	.m	stimulus	497	bids/stimuli/GratingStimulus5.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/GreenLevel.mat	SUBC040	ses-02	.mat	stimulus	1936	bids/stimuli/GreenLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/RandomGenerator.m	SUBC040	ses-02	.m	stimulus	1178	bids/stimuli/RandomGenerator.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/RedLevel.mat	SUBC040	ses-02	.mat	stimulus	1936	bids/stimuli/RedLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-35-42_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC040	ses-02	.mat	task_timing	205	bids/sub-039/ses-02/func/October-05-2024__9-35-42_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_1_is_11___6__10__12___1___5___9___2___4___7___3___8_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-40-32_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_1__fmri_number_is1.mat	SUBC040	ses-02	.mat	stimulus	81411	bids/stimuli/October-05-2024__9-40-32_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_1__fmri_number_is1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-40-52_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC040	ses-02	.mat	task_timing	205	bids/sub-039/ses-02/func/October-05-2024__9-40-52_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_2_is_6___9__10___3___7___5___1__12___8___4___2__11_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-44-54_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_4__fmri_number_is2.mat	SUBC040	ses-02	.mat	stimulus	81414	bids/stimuli/October-05-2024__9-44-54_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_4__fmri_number_is2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-47-43_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC040	ses-02	.mat	task_timing	205	bids/sub-039/ses-02/func/October-05-2024__9-47-43_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_3_is_3___1___7___8___9___4__12__11___6___2__10___5_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-51-52_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_2__fmri_number_is3.mat	SUBC040	ses-02	.mat	stimulus	81412	bids/stimuli/October-05-2024__9-51-52_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_2__fmri_number_is3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-52-27_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC040	ses-02	.mat	task_timing	205	bids/sub-039/ses-02/func/October-05-2024__9-52-27_AM__Subject_is_SUBC040_Session02_2024OCT05__sequence_of_stimuli_for_fMRI_number_4_is_12___3__10___6__11___7___1___2___5___8___9___4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/October-05-2024_ 9-56-21_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_5__fmri_number_is4.mat	SUBC040	ses-02	.mat	stimulus	81402	bids/stimuli/October-05-2024__9-56-21_AM__scan_info_for_subject_SUBC040_Session02_2024OCT05__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/fMRI_1.mat	SUBC040	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/fMRI_2.mat	SUBC040	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/fMRI_3.mat	SUBC040	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/fMRI_4.mat	SUBC040	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/runs_random.mat	SUBC040	ses-02	.mat	stimulus	153177	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/Results/runs_random_record_SUBC040_Session02_2024OCT05.mat	SUBC040	ses-02	.mat	stimulus	195	bids/stimuli/runs_random_record_SUBC040_Session02_2024OCT05.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/main.m	SUBC040	ses-02	.m	stimulus	16513	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/2-Grating/presentStimParams.m	SUBC040	ses-02	.m	stimulus	3205	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/Results/October-05-2024_ 9-57-27_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_1.mat	SUBC040	ses-02	.mat	task_timing	872	bids/sub-039/ses-02/func/October-05-2024__9-57-27_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_1_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/Results/October-05-2024_10-03-25_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_2.mat	SUBC040	ses-02	.mat	task_timing	873	bids/sub-039/ses-02/func/October-05-2024_10-03-25_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_2_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/Results/October-05-2024_10-07-41_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_3.mat	SUBC040	ses-02	.mat	task_timing	873	bids/sub-039/ses-02/func/October-05-2024_10-07-41_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_3_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/Results/October-05-2024_10-11-32_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_4.mat	SUBC040	ses-02	.mat	task_timing	873	bids/sub-039/ses-02/func/October-05-2024_10-11-32_AM_Subject_is_SUBC040_Session02_2024OCT05_selected_run_id_4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/Show_movie.m	SUBC040	ses-02	.m	stimulus	4743	bids/stimuli/Show_movie.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	SUBC040	ses-02	.m	stimulus	3446	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/4-resting state/main.m	SUBC040	ses-02	.m	unknown	6305	reports/associated_data/unclassified/sub-039/ses-02/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/1-Check_FOV_and_EyeTracking/Results/March-21-2024_ 2-55-12_PM  The Right Eye is _ eye =1 .mat	SUBC041	ses-01	.mat	eye_tracking	3512	bids/sub-040/ses-01/eyetrack/March-21-2024__2-55-12_PM__The_Right_Eye_is___eye_=1__eyetrack.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/1-Check_FOV_and_EyeTracking/main.m	SUBC041	ses-01	.m	eye_tracking	18041	bids/sub-040/ses-01/eyetrack/main_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	SUBC041	ses-01	.m	eye_tracking	12568	bids/sub-040/ses-01/eyetrack/updated_main_eyetracking_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/CheckerFlickerSine.m	SUBC041	ses-01	.m	stimulus	6004	bids/stimuli/CheckerFlickerSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/CheckerFlickerSquare.m	SUBC041	ses-01	.m	stimulus	6062	bids/stimuli/CheckerFlickerSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/CheckerMoveSine.m	SUBC041	ses-01	.m	stimulus	4276	bids/stimuli/CheckerMoveSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/CheckerMoveSquare.m	SUBC041	ses-01	.m	stimulus	4301	bids/stimuli/CheckerMoveSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GratingStimulus1.m	SUBC041	ses-01	.m	stimulus	489	bids/stimuli/GratingStimulus1.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GratingStimulus2.m	SUBC041	ses-01	.m	stimulus	485	bids/stimuli/GratingStimulus2.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GratingStimulus3.m	SUBC041	ses-01	.m	stimulus	483	bids/stimuli/GratingStimulus3.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GratingStimulus4.m	SUBC041	ses-01	.m	stimulus	499	bids/stimuli/GratingStimulus4.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GratingStimulus5.m	SUBC041	ses-01	.m	stimulus	497	bids/stimuli/GratingStimulus5.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/GreenLevel.mat	SUBC041	ses-01	.mat	stimulus	1936	bids/stimuli/GreenLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/RandomGenerator.m	SUBC041	ses-01	.m	stimulus	1178	bids/stimuli/RandomGenerator.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/RedLevel.mat	SUBC041	ses-01	.mat	stimulus	1936	bids/stimuli/RedLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-08-50_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC041	ses-01	.mat	task_timing	205	bids/sub-040/ses-01/func/March-21-2024__4-08-50_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_1_is_11___6__10__12___1___5___9___2___4___7___3___8_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-13-11_PM__scan_info_for_subject_subc41__selected_run_is_1__fmri_number_is1.mat	SUBC041	ses-01	.mat	stimulus	73781	bids/stimuli/March-21-2024__4-13-11_PM__scan_info_for_subject_subc41__selected_run_is_1__fmri_number_is1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-13-30_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC041	ses-01	.mat	task_timing	205	bids/sub-040/ses-01/func/March-21-2024__4-13-30_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_2_is_6___9__10___3___7___5___1__12___8___4___2__11_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-17-56_PM__scan_info_for_subject_subc41__selected_run_is_4__fmri_number_is2.mat	SUBC041	ses-01	.mat	stimulus	73800	bids/stimuli/March-21-2024__4-17-56_PM__scan_info_for_subject_subc41__selected_run_is_4__fmri_number_is2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-18-37_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC041	ses-01	.mat	task_timing	205	bids/sub-040/ses-01/func/March-21-2024__4-18-37_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_3_is_3___1___7___8___9___4__12__11___6___2__10___5_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-23-50_PM__scan_info_for_subject_subc41__selected_run_is_2__fmri_number_is3.mat	SUBC041	ses-01	.mat	stimulus	73822	bids/stimuli/March-21-2024__4-23-50_PM__scan_info_for_subject_subc41__selected_run_is_2__fmri_number_is3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-24-13_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC041	ses-01	.mat	task_timing	205	bids/sub-040/ses-01/func/March-21-2024__4-24-13_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_4_is_12___3__10___6__11___7___1___2___5___8___9___4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-28-13_PM__scan_info_for_subject_subc41__selected_run_is_5__fmri_number_is4.mat	SUBC041	ses-01	.mat	stimulus	73797	bids/stimuli/March-21-2024__4-28-13_PM__scan_info_for_subject_subc41__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-28-41_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_5_is_2   8   5   3   7  10   4   9   1   6  11  12.mat	SUBC041	ses-01	.mat	task_timing	205	bids/sub-040/ses-01/func/March-21-2024__4-28-41_PM__Subject_is_subc41__sequence_of_stimuli_for_fMRI_number_5_is_2___8___5___3___7__10___4___9___1___6__11__12_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/March-21-2024_ 4-28-48_PM__scan_info_for_subject_subc41__selected_run_is_3__fmri_number_is5.mat	SUBC041	ses-01	.mat	stimulus	8873	bids/stimuli/March-21-2024__4-28-48_PM__scan_info_for_subject_subc41__selected_run_is_3__fmri_number_is5.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/fMRI_1.mat	SUBC041	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/fMRI_2.mat	SUBC041	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/fMRI_3.mat	SUBC041	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/2-Grating_rerun/Results/fMRI_4.mat	SUBC041	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_4.mat
