file_path	subject	session	variables	classification	potential_BIDS_destination	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-41-18_PM__Subject_is_c14__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:41:18 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-46-16_PM__scan_info_for_subject_c14__selected_run_is_1__fmri_number_is1.mat	SUBC014	ses-01	scan:struct[1x1]	task timing	sourcedata/SUBC014/ses-01/matlab/scan_timing/	format=MATLAB 5.0; created_on=Wed Jul 19 13:46:16 2023; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-46-44_PM__Subject_is_c14__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:46:44 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-50-55_PM__scan_info_for_subject_c14__selected_run_is_4__fmri_number_is2.mat	SUBC014	ses-01	scan:struct[1x1]	task timing	sourcedata/SUBC014/ses-01/matlab/scan_timing/	format=MATLAB 5.0; created_on=Wed Jul 19 13:50:55 2023; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-52-18_PM__Subject_is_c14__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:52:18 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-56-33_PM__scan_info_for_subject_c14__selected_run_is_2__fmri_number_is3.mat	SUBC014	ses-01	scan:struct[1x1]	task timing	sourcedata/SUBC014/ses-01/matlab/scan_timing/	format=MATLAB 5.0; created_on=Wed Jul 19 13:56:33 2023; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 1-56-54_PM__Subject_is_c14__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:56:54 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/July-19-2023_ 2-00-59_PM__scan_info_for_subject_c14__selected_run_is_5__fmri_number_is4.mat	SUBC014	ses-01	scan:struct[1x1]	task timing	sourcedata/SUBC014/ses-01/matlab/scan_timing/	format=MATLAB 5.0; created_on=Wed Jul 19 14:00:59 2023; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/fMRI_1.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:41:18 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/fMRI_2.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:46:44 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/fMRI_3.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:52:18 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/fMRI_4.mat	SUBC014	ses-01	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC014/ses-01/matlab/stim_order/	format=MATLAB 5.0; created_on=Wed Jul 19 13:56:54 2023; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/2-Grating/Results/runs_random.mat	SUBC014	ses-01	Devices:struct[1x8]; Stim_order_selected:double[1x12]; absMaxIndex:double[1x1]; absMeanIndex:double[1x1]; absMinIndex:double[1x1]; ans:double[1x1]; black:double[1x3]; blue:double[1x3]; centerX:double[1x1]; centerY:double[1x1]; color_poly:double[1x3]; comment:char[1]; conditionEnd:double[1x1]; conditionNone:double[1x1]; conditionStim:double[1x1]; currentConditionStartTime:double[1x1]; currentStimulus:double[1x1]; cycleBaseline:double[1x1]; cycleStim:double[1x1]; degPerPix:double[1x1]; diameter:double[1x2]; eye:double[1x1]; fMRI_number:double[1x1]; firstBaselineEnd:double[1x1]; firstPress:double[1x256]; fixBackRect:double[1x4]; fixColor:double[1x3]; fixRadius:double[1x1]; fixRadius_inner:double[1x1]; fixRect:double[1x4]; fixRect_inner:double[1x4]; fps:double[1x1]; framePoly:double[12x2]; framecount:double[1x1]; generateStimulus:function[1x1]; gratingRect:double[1x4]; gray:double[1x3]; grey:double[1x3]; i:double[1x1]; ifi:double[1x1]; keyID:double[1x256]; keyPress:double[1x1]; keyPressID:double[1x256]; keyTime:double[1x1]; keysOfInterest:double[1x256]; laststate:double[1x1]; nextT:double[1x1]; numCycles:double[1x1]; oldKeyID:double[1x256]; paradigm:double[26x2]; paradigmNumber:double[1x1]; pixPerDeg:double[1x1]; pressed:double[1x1]; psychtoolbox_forp_id:double[1x1]; radius:double[1x2]; red:double[1x3]; resultdir:char[1]; run:double[1x1]; runParadigmFinal:double[26x2]; run_number:double[1x1]; runs:double[1x1]; runs_random:double[1x2]; s:double[1x1]; scan:struct[1x1]; screenHeight:double[1x1]; screenNumber:double[1x1]; screenProperties:struct[1x1]; screenWidth:double[1x1]; screens:double[1x3]; start_ask:cell[1x1]; start_ask_yes_no:char[1]; state:double[1x1]; stereoMode:double[1x1]; stim:cell[1x12]; stimOrder:double[1x1]; stimRadius:double[1x2]; stimRunIndices:double[1x12x3]; stimulusTexture:double[1x1]; t:double[1x1]; text:char[1]; textHeight:double[1x1]; textMessage:char[1]; textRect:double[1x4]; textWidth:double[1x1]; timeProperties:struct[1x1]; trigger:logical[1x1]; vbl:double[12717x3]; white:double[1x3]; white_line_size:double[1x1]; windowPtr:double[1x1]; windowRect:double[1x4]; x:cell[1x1]; x0:double[1x1]; xEnd:double[1x1]; y0:double[1x1]; yEnd:double[1x1]; __function_workspace__:uint8[1x16704]	task timing	sourcedata/SUBC014/ses-01/matlab/run_workspace/	format=MATLAB 5.0; created_on=Wed Jul 19 14:00:59 2023                                        ¡; Psychtoolbox workspace dump: paradigm timing (vbl), Stim_order_selected, keyPress/firstPress, screen geometry; Also contains sparse behavioral key logs; classified as task timing for BIDS events; BIDS: richest timing source per completed run; large lab intermediate if scan_info present
