source_type	filepath	subject	session	sampling_confidence	starttime_confidence	runmap_confidence	recoverable	reason
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_SESSION01_2024MAY06_DATA/MOVIE1_AP_PHYSIOLOG_0033/SUBC42_SESSION01_2024MAY06.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.05.06.11.43.36.816557.72302675.IMA	sub-041	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-041_ses-01_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE3_AP_PHYSIOLOG_0043/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0043.0001.2024.03.21.17.40.50.813898.47250539.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie3_AP → sub-040_ses-01_task-movie_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE1_AP_PHYSIOLOG_0029/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.05.13.16.28.48.720067.74521705.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-042_ses-01_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE1_AP_PHYSIOLOG_0035/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0035.0001.2024.03.21.17.40.50.813898.47151213.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-040_ses-01_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE2_AP_PHYSIOLOG_0039/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0039.0001.2024.03.21.17.40.50.813898.47200367.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-040_ses-01_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/FMRI4_AP_PHYSIOLOG_0027/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0027.0001.2024.03.21.17.40.50.813898.47097271.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-040_ses-01_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE3_AP_PHYSIOLOG_0037/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.10.04.19.09.23.798611.170563761.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie3_AP → sub-040_ses-02_task-movie_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/FMRI4_AP_PHYSIOLOG_0021/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0021.0001.2024.05.13.16.28.48.720067.74468793.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-042_ses-01_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE4_AP_PHYSIOLOG_0047/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0047.0001.2024.03.21.17.40.50.813898.47299693.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-040_ses-01_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/FMRI2_AP_PHYSIOLOG_0014/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0014.0001.2024.03.21.17.40.50.813898.46983599.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-040_ses-01_task-fmri_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/FMRI3_AP_PHYSIOLOG_0023/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0023.0001.2024.03.21.17.40.50.813898.47045039.IMA	sub-040	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI3_AP → sub-040_ses-01_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/FMRI1_AP_PHYSIOLOG_0005/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0005.0001.2024.05.13.16.28.48.720067.74301873.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP → sub-042_ses-01_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/FMRI3_AP_PHYSIOLOG_0017/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0017.0001.2024.10.04.19.09.23.798611.170357249.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI3_AP → sub-040_ses-02_task-fmri_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE2_AP_PHYSIOLOG_0033/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.05.13.16.28.48.720067.74571883.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-042_ses-01_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/CONTROL1_PA_PHYSIOLOG_0010/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0010.0001.2025.02.10.11.47.29.590162.252652628.IMA	sub-044	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control1_PA → sub-044_ses-02_task-control_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE2_AP_PHYSIOLOG_0033/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.10.04.19.09.23.798611.170512559.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-040_ses-02_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.05.13.16.28.48.720067.74670197.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-042_ses-01_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_SESSION01_2024MAY06_DATA/FMRI1_AP_REDO_PHYSIOLOG_0009/SUBC42_SESSION01_2024MAY06.MR.DR_SHMUEL_FINAL_PROTOCOL.0009.0001.2024.05.06.11.43.36.816557.72083861.IMA	sub-041	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP_REDO → sub-041_ses-01_task-fmri_run-09_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE3_AP_PHYSIOLOG_0037/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.05.13.16.28.48.720067.74621037.IMA	sub-042	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie3_AP → sub-042_ses-01_task-movie_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_SESSION01_2024MAY06_DATA/FMRI4_AP_PHYSIOLOG_0025/SUBC42_SESSION01_2024MAY06.MR.DR_SHMUEL_FINAL_PROTOCOL.0025.0001.2024.05.06.11.43.36.816557.72249757.IMA	sub-041	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-041_ses-01_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/CONTROL3_PA_PHYSIOLOG_0053/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0053.0001.2025.02.10.11.47.29.590162.253062256.IMA	sub-044	ses-02	MEDIUM	LOW	CONFIRMED	NO	CSA SampleTime present (EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO present but first channel tick missing | Unique BIDS ProtocolName match: Control3_PA → sub-044_ses-02_task-control_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/CONTROL2_AP_PHYSIOLOG_0049/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0049.0001.2025.02.10.11.47.29.590162.253054060.IMA	sub-044	ses-02	MEDIUM	LOW	CONFIRMED	NO	CSA SampleTime present (EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO present but first channel tick missing | Unique BIDS ProtocolName match: Control2_AP → sub-044_ses-02_task-control_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_SESSION01_2024MAY06_DATA/REST1_AP_PHYSIOLOG_0049/SUBC42_SESSION01_2024MAY06.MR.DR_SHMUEL_FINAL_PROTOCOL.0049.0001.2024.05.06.11.43.36.816557.72526847.IMA	sub-041	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: REST1_AP → sub-041_ses-01_task-rest_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/FMRI2_AP_PHYSIOLOG_0009/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0009.0001.2024.10.04.19.09.23.798611.170298865.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-040_ses-02_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE1_AP_PHYSIOLOG_0029/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.10.04.19.09.23.798611.170463405.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-040_ses-02_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE4_AP_PHYSIOLOG_0071/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0071.0001.2024.11.08.16.31.01.731983.196870355.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-041_ses-02_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE4_AP_PHYSIOLOG_0041/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.10.04.19.09.23.798611.170612915.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-040_ses-02_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE3_AP_PHYSIOLOG_0067/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0067.0001.2024.11.08.16.31.01.731983.196822219.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie3_AP → sub-041_ses-02_task-movie_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/FMRI1_AP_PHYSIOLOG_0005/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0005.0001.2024.10.04.19.09.23.798611.170245627.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP → sub-040_ses-02_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/FMRI2_AP_PHYSIOLOG_0039/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0039.0001.2024.11.08.16.31.01.731983.196559377.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-041_ses-02_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/FMRI4_AP_PHYSIOLOG_0021/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0021.0001.2024.10.04.19.09.23.798611.170410493.IMA	sub-040	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-040_ses-02_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE1_AP_PHYSIOLOG_0059/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0059.0001.2024.11.08.16.31.01.731983.196722887.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-041_ses-02_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/FMRI4_AP_PHYSIOLOG_0051/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0051.0001.2024.11.08.16.31.01.731983.196669975.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-041_ses-02_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/FMRI1_AP_PHYSIOLOG_0035/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0035.0001.2024.11.08.16.31.01.731983.196507151.IMA	sub-041	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP → sub-041_ses-02_task-fmri_run-01_bold.json
