iqm	previous_interaction_estimate	previous_interaction_p	previous_interaction_q	session_level_interaction_estimate	session_level_interaction_p	session_level_interaction_q	delta_estimate	delta_q	previous_significant_fdr	session_level_significant_fdr	previous_glaucoma_interaction	previous_glaucoma_ci_low	previous_glaucoma_ci_high	glaucoma_interaction	session_level_glaucoma_ci_low	session_level_glaucoma_ci_high	rank_previous	rank_session_level	interaction_coefficients_prev	interaction_coefficients_new
summary_gm_median	0.5214235535	0.9141601623	0.9930506376	0.9882510933	0.8040948155	0.9674290517	0.4668275398	-0.02562158586	False	False	0.910999	-26.8504	28.6724	1.579461345	-18.75947839	21.91840108	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=15.3236 SE=32.1623 CI=[-47.7134,78.3605] p=0.6338 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=20.0546 SE=36.9278 CI=[-52.3225,92.4317] p=0.5871 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.910999 SE=14.1643 CI=[-26.8504,28.6724] p=0.9487"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=19.5234 SE=25.9739 CI=[-31.3845,70.4313] p=0.4523 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.2674 SE=27.1055 CI=[-34.8584,71.3931] p=0.5004 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.57946 SE=10.3772 CI=[-18.7595,21.9184] p=0.879"
summary_gm_p05	0.5671421321	0.9039114722	0.9930506376	0.9688827135	0.8087808121	0.9674290517	0.4017405814	-0.02562158586	False	False	4.86216	-9.00302	18.7273	7.541970622	-8.484068266	23.56800951	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-4.64965 SE=17.9605 CI=[-39.8515,30.5522] p=0.7957 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.47631 SE=18.21 CI=[-34.2146,37.1672] p=0.9354 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=4.86216 SE=7.0742 CI=[-9.00302,18.7273] p=0.4919"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.89318 SE=21.0532 CI=[-47.1566,35.3703] p=0.7795 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.87804 SE=21.3515 CI=[-39.9701,43.7262] p=0.9299 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=7.54197 SE=8.1767 CI=[-8.48407,23.568] p=0.3563"
summary_gm_p95	0.3307253795	0.9541499799	0.9930506376	1.472503775	0.6886308284	0.9674290517	1.141778395	-0.02562158586	False	False	-3.23557	-48.2199	41.7487	-2.897086131	-33.75872379	27.96455152	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=25.6462 SE=52.9349 CI=[-78.1042,129.397] p=0.628 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=15.3178 SE=60.3372 CI=[-102.941,133.576] p=0.7996 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.23557 SE=22.9516 CI=[-48.2199,41.7487] p=0.8879"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=40.508 SE=39.2802 CI=[-36.4799,117.496] p=0.3024 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=24.2521 SE=41.1412 CI=[-56.3833,104.887] p=0.5555 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.89709 SE=15.746 CI=[-33.7587,27.9646] p=0.854"
summary_gm_stdv	0.8928560539	0.8271514567	0.9930506376	2.880049779	0.4104912534	0.9611864791	1.987193725	-0.03186415854	False	False	-5.20573	-19.9685	9.55707	-4.575679266	-12.97819373	3.826835202	6	16	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=10.1824 SE=17.4028 CI=[-23.9264,44.2913] p=0.5585 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.254242 SE=19.8333 CI=[-39.1268,38.6184] p=0.9898 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.20573 SE=7.53218 CI=[-19.9685,9.55707] p=0.4895"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=11.9394 SE=10.968 CI=[-9.55737,33.4363] p=0.2763 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=6.37522 SE=11.2456 CI=[-15.6658,28.4162] p=0.5708 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-4.57568 SE=4.28708 CI=[-12.9782,3.82684] p=0.2858"
summary_wm_k	0.3114610742	0.9578587458	0.9930506376	0.2776313278	0.9641790199	0.9817095475	-0.03382974643	-0.01134109008	False	False	-0.0251589	-0.239136	0.188819	-0.02762388409	-0.1440366162	0.08878884804	6	53	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0962772 SE=0.249844 CI=[-0.585962,0.393408] p=0.7 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.092123 SE=0.286246 CI=[-0.46891,0.653156] p=0.7476 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0251589 SE=0.109174 CI=[-0.239136,0.188819] p=0.8177"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0378126 SE=0.151478 CI=[-0.334704,0.259079] p=0.8029 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0124712 SE=0.155333 CI=[-0.291976,0.316919] p=0.936 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0276239 SE=0.0593953 CI=[-0.144037,0.0887888] p=0.6419"
summary_wm_mad	3.606656188	0.307190341	0.9930506376	4.091982225	0.2517014815	0.9446676846	0.4853260372	-0.048382953	False	False	-3.18671	-9.50331	3.12989	-2.085910906	-5.883929943	1.712108131	6	5	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=11.5327 SE=7.58647 CI=[-3.33647,26.402] p=0.1285 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.98561 SE=8.45399 CI=[-14.5839,18.5551] p=0.8143 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.18671 SE=3.22281 CI=[-9.50331,3.12989] p=0.3228"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=7.3767 SE=4.98515 CI=[-2.39402,17.1474] p=0.1389 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=3.38381 SE=5.08045 CI=[-6.57369,13.3413] p=0.5054 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.08591 SE=1.9378 CI=[-5.88393,1.71211] p=0.2817"
summary_wm_mean	0.8071949149	0.8477453419	0.9930506376	0.7047336501	0.872089986	0.9674290517	-0.1024612648	-0.02562158586	False	False	1.65811	-17.4296	20.7459	-0.4731926639	-19.92935665	18.98297132	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-11.3513 SE=22.6722 CI=[-55.788,33.0853] p=0.6166 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.217 SE=25.5551 CI=[-31.87,68.3041] p=0.4759 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.65811 SE=9.73883 CI=[-17.4296,20.7459] p=0.8648"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0885946 SE=24.5847 CI=[-48.2736,48.0964] p=0.9971 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=21.5486 SE=25.9128 CI=[-29.2395,72.3367] p=0.4056 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.473193 SE=9.9268 CI=[-19.9294,18.983] p=0.962"
summary_wm_median	1.008982616	0.7990784413	0.9930506376	0.8106291052	0.8469230389	0.9674290517	-0.1983535108	-0.02562158586	False	False	2.84687	-12.5684	18.2622	0.5780463502	-17.92137536	19.07746806	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-12.0663 SE=18.7013 CI=[-48.7202,24.5875] p=0.5188 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=13.5541 SE=20.5444 CI=[-26.7122,53.8205] p=0.5094 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=2.84687 SE=7.8651 CI=[-12.5684,18.2622] p=0.7174"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.29384 SE=23.3361 CI=[-51.0318,40.4441] p=0.8205 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=21.2681 SE=24.6103 CI=[-26.9671,69.5033] p=0.3875 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.578046 SE=9.43865 CI=[-17.9214,19.0775] p=0.9512"
summary_wm_p05	0.8094009633	0.8472171508	0.9930506376	0.6719003611	0.8797925085	0.9674290517	-0.1375006022	-0.02562158586	False	False	0.0571197	-16.6662	16.7805	0.09927145699	-17.43950158	17.63804449	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-11.4431 SE=21.2597 CI=[-53.1113,30.2251] p=0.5904 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=15.638 SE=22.1277 CI=[-27.7315,59.0075] p=0.4797 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0571197 SE=8.53248 CI=[-16.6662,16.7805] p=0.9947"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.64117 SE=22.4629 CI=[-49.6677,38.3854] p=0.8017 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.1094 SE=23.4485 CI=[-27.8489,64.0677] p=0.4399 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0992715 SE=8.94852 CI=[-17.4395,17.638] p=0.9911"
summary_wm_p95	0.4303592511	0.933901989	0.9930506376	1.119533335	0.7723608742	0.9674290517	0.6891740836	-0.02562158586	False	False	-3.78999	-38.5587	30.9787	-2.547617337	-29.63076205	24.53552738	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=13.05 SE=40.9395 CI=[-67.1899,93.29] p=0.7499 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=23.901 SE=46.6441 CI=[-67.5198,115.322] p=0.6084 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.78999 SE=17.7395 CI=[-38.5587,30.9787] p=0.8308"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=23.7819 SE=34.1001 CI=[-43.053,90.6168] p=0.4855 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=27.4074 SE=36.0468 CI=[-43.243,98.0579] p=0.4471 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.54762 SE=13.8182 CI=[-29.6308,24.5355] p=0.8537"
summary_wm_stdv	1.688059731	0.6395916456	0.9930506376	2.255022584	0.5211921009	0.9674290517	0.5669628527	-0.02562158586	False	False	-1.72116	-9.49815	6.05583	-1.446120416	-5.932121291	3.039880458	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=10.9746 SE=9.27693 CI=[-7.20788,29.157] p=0.2368 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.635516 SE=10.4221 CI=[-21.0625,19.7915] p=0.9514 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-1.72116 SE=3.96792 CI=[-9.49815,6.05583] p=0.6645"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=7.2437 SE=5.82656 CI=[-4.17614,18.6635] p=0.2138 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=2.39593 SE=5.9983 CI=[-9.36052,14.1524] p=0.6896 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-1.44612 SE=2.28882 CI=[-5.93212,3.03988] p=0.5275"
tpm_overlap_csf	0.978645963	0.8064188103	0.9930506376	1.139349949	0.7675843331	0.9674290517	0.1607039857	-0.02562158586	False	False	-0.00316151	-0.0104501	0.00412707	-0.0017529827	-0.006857771511	0.003351806111	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.000255245 SE=0.00932872 CI=[-0.0180287,0.0185392] p=0.9782 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00426339 SE=0.0096528 CI=[-0.0146558,0.0231825] p=0.6587 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.00316151 SE=0.00371873 CI=[-0.0104501,0.00412707] p=0.3952"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00214651 SE=0.00672431 CI=[-0.0110329,0.0153259] p=0.7496 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00482196 SE=0.0068222 CI=[-0.00854931,0.0181932] p=0.4797 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.00175298 SE=0.00260453 CI=[-0.00685777,0.00335181] p=0.5009"
tpm_overlap_gm	0.08964314946	0.9930506376	0.9930506376	1.530151074	0.6753291646	0.9674290517	1.440507924	-0.02562158586	False	False	-0.000213502	-0.00386053	0.00343352	0.0007643141804	-0.001429517041	0.002958145402	6	30	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.000923121 SE=0.00467554 CI=[-0.00824076,0.010087] p=0.8435 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.000869292 SE=0.00480538 CI=[-0.00854908,0.0102877] p=0.8564 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.000213502 SE=0.00186076 CI=[-0.00386053,0.00343352] p=0.9087"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.00234233 SE=0.00289767 CI=[-0.00802166,0.003337] p=0.4189 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00175675 SE=0.00292146 CI=[-0.00396922,0.00748271] p=0.5476 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.000764314 SE=0.00111932 CI=[-0.00142952,0.00295815] p=0.4947"
tpm_overlap_wm	1.635102782	0.6514569489	0.9930506376	4.592336333	0.2042004965	0.9446676846	2.957233551	-0.048382953	False	False	0.00411857	-0.00384729	0.0120844	0.005404041483	0.000407788171	0.01040029479	6	5	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00836938 SE=0.00985471 CI=[-0.0109455,0.0276843] p=0.3957 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0023561 SE=0.0106161 CI=[-0.0184511,0.0231633] p=0.8244 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00411857 SE=0.00406429 CI=[-0.00384729,0.0120844] p=0.3109"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.000291473 SE=0.00651926 CI=[-0.013069,0.012486] p=0.9643 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00259374 SE=0.00666388 CI=[-0.0104672,0.0156547] p=0.6971 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.00540404 SE=0.00254916 CI=[0.000407788,0.0104003] p=0.03401"
wm2max	0.7637635493	0.8581132044	0.9930506376	2.473021917	0.4801863625	0.9611864791	1.709258368	-0.03186415854	False	False	0.0374407	-0.103498	0.178379	0.02633815882	-0.06409763054	0.1167739482	6	16	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.102265 SE=0.165487 CI=[-0.426614,0.222084] p=0.5366 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0384222 SE=0.189049 CI=[-0.408951,0.332106] p=0.8389 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0374407 SE=0.0719087 CI=[-0.103498,0.178379] p=0.6026"	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.180408 SE=0.1237 CI=[-0.422854,0.0620392] p=0.1447 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.00277024 SE=0.121084 CI=[-0.24009,0.23455] p=0.9817 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0263382 SE=0.0461416 CI=[-0.0640976,0.116774] p=0.5681"
