iqm	family_group	model	n_obs	n_subjects	r2	r2_adj	term	beta	se	p	ci_low	ci_high	vif	anatomy_sensitive_by_construction	selected_anatomy	fdr_q
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	age	-0.0033755560653197045	0.005839180089563186	0.5642451460868705	-0.014932018159700421	0.008180906029061012	1.2314702819886814	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.7593315111800016
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	icv_etiv	-3.4410761677718604e-07	4.912475882837624e-07	0.4849312634596501	-1.316347562433997e-06	6.281323288796248e-07	2.7808277107323653	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.6297540107500159
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	total_wm	3.5748779278950677e-06	1.3761664201424542e-06	0.010511325368836826	8.512737872449739e-07	6.298482068545162e-06	2.7625549912036185	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.03924228137699082
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	mean_cortical_thickness	1.1166422531945002	0.6541912022615537	0.09032263922801136	-0.1780833273584621	2.4113678337474624	1.1686380010010804	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.15806461864901988
snr_wm	signal / SNR	A_acquisition_age_sex	132	83	0.005498026480326823	-0.017810613524040564	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.3982450682255656	0.5927464939585565	0.5028810922999197	-1.5710952771522118	0.7746051407010806	1.054672241057326	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.7973352210726662
snr_wm	signal / SNR	A_acquisition_age_sex	132	83	0.005498026480326823	-0.017810613524040564	C(sex)[T.M]	0.02419706655880141	0.2455436774344613	0.9216538108812284	-0.46165305033747883	0.5100471834550816	1.0341868013958861	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.9384111528972509
snr_wm	signal / SNR	A_acquisition_age_sex	132	83	0.005498026480326823	-0.017810613524040564	age	-0.004434270602976998	0.013108581653771273	0.735712172989909	-0.030371839003731776	0.02150329779777778	1.0789157431589922	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.9533202656311612
snr_wm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.12264143867813337	0.08052822773468371	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.5378552165559921	0.5765001173623041	0.3526359483110062	-1.6788204978994368	0.6031100647874527	1.1043504240334137	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.5853698343092762
snr_wm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.12264143867813337	0.08052822773468371	C(sex)[T.M]	-0.3639844134258683	0.260273864401702	0.1644489579472492	-0.8790986935098835	0.15112986665814687	1.2862671374116312	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.22546188046741233
snr_wm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.12264143867813337	0.08052822773468371	age	0.00038296104690398484	0.013310967384377918	0.9770936403572428	-0.025961095422950314	0.026727017516758284	1.2314702819886814	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.9770936403572428
snr_wm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.12264143867813337	0.08052822773468371	icv_etiv	-1.0436103649073933e-06	1.1198456846684854e-06	0.353172610241414	-3.2599239582419137e-06	1.172703228427127e-06	2.7808277107323653	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.6137447076295072
snr_wm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.12264143867813337	0.08052822773468371	total_wm	1.0375024803323276e-05	3.137102478947975e-06	0.00123069365614024	4.166309653580034e-06	1.658373995306652e-05	2.7625549912036185	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.01722971118596336
