subject	session	n_t1w	run	acq	ProtocolName	SeriesDescription	ImageType	NORM_status	SeriesInstanceUID	AcquisitionNumber	SeriesNumber	RepetitionTime	EchoTime	FlipAngle	SliceThickness	voxel_size	size_x	size_y	size_z	SAR	ShimSetting	series_time	n_dicom_files	dicom_match	n_acquisition_clusters	session_pattern	has_norm_non_norm_pair	consecutive_series	same_acquisition_parameters	same_SeriesInstanceUID	series_time_delta_s	json_differing_keys	bids_name
sub-001	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023050515351243184247687.0.0.0	1	46	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0420092	-1552,1330,-11325,313,34,-296,35,49	153513.143	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.056	ImageType,SeriesNumber	sub-001_ses-01_run-01_T1w
sub-001	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023050515273847875147458.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0420092	-1552,1330,-11325,313,34,-296,35,49	153513.199	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.056	ImageType,SeriesNumber	sub-001_ses-01_run-02_T1w
sub-001	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023110810154137540047714.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0415754	-1560,1303,-11203,450,34,-111,20,39	101541.67	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.101	ImageType,SeriesNumber	sub-001_ses-02_run-01_T1w
sub-001	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.202311081008394918447487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0415754	-1560,1303,-11203,450,34,-111,20,39	101541.771	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.101	ImageType,SeriesNumber	sub-001_ses-02_run-02_T1w
sub-002	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023051115524144342439079.0.0.0	1	50	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0338469	-1546,1299,-11232,434,36,48,-53,12	155244.445	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.101	ImageType,SeriesNumber	sub-002_ses-01_run-01_T1w
sub-002	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023051115453217337238860.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0338469	-1546,1299,-11232,434,36,48,-53,12	155244.546	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.101	ImageType,SeriesNumber	sub-002_ses-01_run-02_T1w
sub-002	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023112015511726644547711.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.035819	-1562,1277,-11226,462,14,-218,-31,-3	155134.952	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.496	ImageType,SeriesNumber	sub-002_ses-02_run-01_T1w
sub-002	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023112015440723545147488.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.035819	-1562,1277,-11226,462,14,-218,-31,-3	155135.448	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.496	ImageType,SeriesNumber	sub-002_ses-02_run-02_T1w
sub-003	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023051914073359573047688.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.039611	-1567,1314,-11288,412,11,-105,24,12	140747.517	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.35	ImageType,SeriesNumber	sub-003_ses-01_run-01_T1w
sub-003	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023051914003214561347475.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.039611	-1567,1314,-11288,412,11,-105,24,12	140747.867	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.35	ImageType,SeriesNumber	sub-003_ses-01_run-02_T1w
sub-003	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023111016132543282760008.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0444587	-1547,1340,-11200,448,45,47,-12,3	161330.573	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.172	ImageType,SeriesNumber	sub-003_ses-02_run-01_T1w
sub-003	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023111016062132874159787.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0444587	-1547,1340,-11200,448,45,47,-12,3	161330.745	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.172	ImageType,SeriesNumber	sub-003_ses-02_run-02_T1w
sub-004	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023052215345866358547702.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0364591	-1571,1269,-11275,120,42,-412,-49,31	153501.761	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.111	ImageType,SeriesNumber	sub-004_ses-01_run-01_T1w
sub-004	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023052215275626371047475.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0364591	-1571,1269,-11275,120,42,-412,-49,31	153501.872	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.111	ImageType,SeriesNumber	sub-004_ses-01_run-02_T1w
sub-004	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023111913281322284947711.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.040653	-1569,1289,-11271,196,100,-256,-6,-14	132816.169	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.109	ImageType,SeriesNumber	sub-004_ses-02_run-01_T1w
sub-004	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023111913210941888947498.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.040653	-1569,1289,-11271,196,100,-256,-6,-14	132816.278	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.109	ImageType,SeriesNumber	sub-004_ses-02_run-02_T1w
sub-005	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023052411285263720152016.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0345671	-1539,1302,-11276,479,52,-177,-26,32	112856.357	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.162	ImageType,SeriesNumber	sub-005_ses-01_run-01_T1w
sub-005	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023052411214544572151807.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0345671	-1539,1302,-11276,479,52,-177,-26,32	112856.519	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.162	ImageType,SeriesNumber	sub-005_ses-01_run-02_T1w
sub-005	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202311251530341083803260.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0352187	-1541,1294,-11260,525,27,-206,-102,16	153047.773	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.352	ImageType,SeriesNumber	sub-005_ses-02_run-01_T1w
sub-005	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023112515233291456903019.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0352187	-1541,1294,-11260,525,27,-206,-102,16	153048.125	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.352	ImageType,SeriesNumber	sub-005_ses-02_run-02_T1w
sub-006	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023052510193957034747702.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0413827	-1560,1312,-11332,324,44,-479,48,6	101956.981	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.475	ImageType,SeriesNumber	sub-006_ses-01_run-01_T1w
sub-006	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023052510123722949447487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0413827	-1560,1312,-11332,324,44,-479,48,6	101957.456	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.475	ImageType,SeriesNumber	sub-006_ses-01_run-02_T1w
sub-006	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023121418290411331147704.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0420506	-1584,1304,-11293,240,-9,-270,43,55	182919.116	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.393	ImageType,SeriesNumber	sub-006_ses-02_run-01_T1w
sub-006	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023121418220374922847487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0420506	-1584,1304,-11293,240,-9,-270,43,55	182919.509	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.393	ImageType,SeriesNumber	sub-006_ses-02_run-02_T1w
sub-007	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023053115132961936338744.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0401502	-1535,1245,-11164,576,71,-203,41,38	151344.047	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.388	ImageType,SeriesNumber	sub-007_ses-01_run-01_T1w
sub-007	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023053115062698503938529.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0401502	-1535,1245,-11164,576,71,-203,41,38	151344.435	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.388	ImageType,SeriesNumber	sub-007_ses-01_run-02_T1w
sub-007	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023112415535375986670372.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0402268	-1557,1274,-11181,682,97,-187,101,26	155411.374	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.895	ImageType,SeriesNumber	sub-007_ses-02_run-01_T1w
sub-007	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023112415465044842270155.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0402268	-1557,1274,-11181,682,97,-187,101,26	155412.269	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.895	ImageType,SeriesNumber	sub-007_ses-02_run-02_T1w
sub-008	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023060211210568605447718.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0403508	-1555,1302,-11248,384,37,-151,-12,77	112107.366	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.087	ImageType,SeriesNumber	sub-008_ses-01_run-01_T1w
sub-008	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023060211140335541747507.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0403508	-1555,1302,-11248,384,37,-151,-12,77	112107.453	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.087	ImageType,SeriesNumber	sub-008_ses-01_run-02_T1w
sub-008	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023121111280795657247706.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0376629	-1558,1318,-11243,393,-4,-147,25,61	112813.163	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.175	ImageType,SeriesNumber	sub-008_ses-02_run-01_T1w
sub-008	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023121111201790783547487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0376629	-1558,1318,-11243,393,-4,-147,25,61	112813.338	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.175	ImageType,SeriesNumber	sub-008_ses-02_run-02_T1w
sub-009	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202306081100356023647710.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0366338	-1572,1309,-11305,341,-7,-164,-71,87	110043.199	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.226	ImageType,SeriesNumber	sub-009_ses-01_run-01_T1w
sub-009	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023060810533312774747487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0366338	-1572,1309,-11305,341,-7,-164,-71,87	110043.425	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.226	ImageType,SeriesNumber	sub-009_ses-01_run-02_T1w
sub-009	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202312021512277731703235.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0373804	-1586,1300,-11296,338,-24,-126,28,94	151244.506	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.453	ImageType,SeriesNumber	sub-009_ses-02_run-01_T1w
sub-009	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023120215051810753602996.0.0.0	1	49	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0373804	-1586,1300,-11296,338,-24,-126,28,94	151244.959	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.453	ImageType,SeriesNumber	sub-009_ses-02_run-02_T1w
sub-010	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023070516091532561788186.0.0.0	1	39	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0383619	-1560,1338,-11217,571,-21,-170,-71,57	160932.431	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.44	ImageType,SeriesNumber	sub-010_ses-01_run-01_T1w
sub-010	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023070516021329546787964.0.0.0	1	40	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0383619	-1560,1338,-11217,571,-21,-170,-71,57	160932.871	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.44	ImageType,SeriesNumber	sub-010_ses-01_run-02_T1w
sub-011	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202307111333004931349308.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0362695	-1564,1295,-11294,381,91,-57,22,65	133312.242	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.318	ImageType,SeriesNumber	sub-011_ses-01_run-01_T1w
sub-011	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023071113255410550549083.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0362695	-1564,1295,-11294,381,91,-57,22,65	133312.56	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.318	ImageType,SeriesNumber	sub-011_ses-01_run-02_T1w
sub-011	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024011011430924217356181.0.0.0	1	49	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0359477	-1565,1306,-11296,291,33,-136,17,45	114313.598	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.12	ImageType,SeriesNumber	sub-011_ses-02_run-01_T1w
sub-011	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.202401101135437599155962.0.0.0	1	50	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0359477	-1565,1306,-11296,291,33,-136,17,45	114313.718	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.12	ImageType,SeriesNumber	sub-011_ses-02_run-02_T1w
sub-012	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023071211105825142128545.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0435252	-1578,1270,-11244,354,54,-29,96,47	111114.821	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.438	ImageType,SeriesNumber	sub-012_ses-01_run-01_T1w
sub-012	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023071211035318828228308.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0435252	-1578,1270,-11244,354,54,-29,96,47	111115.259	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.438	ImageType,SeriesNumber	sub-012_ses-01_run-02_T1w
sub-012	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024010912210816715347705.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0470499	-1569,1295,-11262,278,-6,-145,101,69	122121.741	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.334	ImageType,SeriesNumber	sub-012_ses-02_run-01_T1w
sub-012	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.202401091214043196147496.0.0.0	1	49	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0470499	-1569,1295,-11262,278,-6,-145,101,69	122122.075	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.334	ImageType,SeriesNumber	sub-012_ses-02_run-02_T1w
sub-013	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023071711282936181447707.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.04255	-1541,1295,-11253,355,3,-18,-57,72	112847.017	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.527	ImageType,SeriesNumber	sub-013_ses-01_run-01_T1w
sub-013	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023071711212699456847488.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.04255	-1541,1295,-11253,355,3,-18,-57,72	112847.544	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.527	ImageType,SeriesNumber	sub-013_ses-01_run-02_T1w
sub-014	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023071914332966906471781.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0502133	-1566,1293,-11241,357,-84,-324,102,-16	143346.924	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.448	ImageType,SeriesNumber	sub-014_ses-01_run-01_T1w
sub-014	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023071914262160481671568.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0502133	-1566,1293,-11241,357,-84,-324,102,-16	143347.372	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.448	ImageType,SeriesNumber	sub-014_ses-01_run-02_T1w
sub-015	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202308071039533050147697.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0373424	-1571,1289,-11318,354,-19,-168,-74,17	104000.625	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.219	ImageType,SeriesNumber	sub-015_ses-01_run-01_T1w
sub-015	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023080710325110625347488.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0373424	-1571,1289,-11318,354,-19,-168,-74,17	104000.844	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.219	ImageType,SeriesNumber	sub-015_ses-01_run-02_T1w
sub-015	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202402081740012809542394.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0358666	-1562,1291,-11279,424,2,-115,-45,60	174009.61	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.189	ImageType,SeriesNumber	sub-015_ses-02_run-01_T1w
sub-015	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024020817325899722342173.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0358666	-1562,1291,-11279,424,2,-115,-45,60	174009.799	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.189	ImageType,SeriesNumber	sub-015_ses-02_run-02_T1w
sub-016	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023080815284746315029183.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.03637	-1525,1417,-11337,460,214,130,37,-3	152901.26	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.372	ImageType,SeriesNumber	sub-016_ses-01_run-01_T1w
sub-016	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.202308081521462737328970.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.03637	-1525,1417,-11337,460,214,130,37,-3	152901.632	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.372	ImageType,SeriesNumber	sub-016_ses-01_run-02_T1w
sub-016	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202402071031264958754420.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0374537	-1563,1309,-11264,459,89,-103,71,32	103134.793	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.276	ImageType,SeriesNumber	sub-016_ses-02_run-01_T1w
sub-016	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024020710242146392554195.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0374537	-1563,1309,-11264,459,89,-103,71,32	103135.069	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.276	ImageType,SeriesNumber	sub-016_ses-02_run-02_T1w
