priority_basis	rank	image_identifier	subject	session	run	filename	model_estimated_artifact_probability	model_uncertainty	model_confidence	image_path
high_model_uncertainty	20	sub-017_ses-01_run-02_T1w.nii.gz	sub-017	ses-01	02	sub-017_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	21	sub-012_ses-02_run-02_T1w.nii.gz	sub-012	ses-02	02	sub-012_ses-02_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-012/ses-02/anat/sub-012_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	22	sub-009_ses-01_run-03_T1w.nii.gz	sub-009	ses-01	03	sub-009_ses-01_run-03_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-009/ses-01/anat/sub-009_ses-01_run-03_T1w.nii.gz
high_model_uncertainty	23	sub-008_ses-01_run-02_T1w.nii.gz	sub-008	ses-01	02	sub-008_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-008/ses-01/anat/sub-008_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	24	sub-007_ses-01_run-02_T1w.nii.gz	sub-007	ses-01	02	sub-007_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-007/ses-01/anat/sub-007_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	25	sub-003_ses-02_run-02_T1w.nii.gz	sub-003	ses-02	02	sub-003_ses-02_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-003/ses-02/anat/sub-003_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	26	sub-073_ses-02_run-02_T1w.nii.gz	sub-073	ses-02	02	sub-073_ses-02_run-02_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-073/ses-02/anat/sub-073_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	27	sub-068_ses-02_run-02_T1w.nii.gz	sub-068	ses-02	02	sub-068_ses-02_run-02_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-068/ses-02/anat/sub-068_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	28	sub-068_ses-01_run-01_T1w.nii.gz	sub-068	ses-01	01	sub-068_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-068/ses-01/anat/sub-068_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	29	sub-054_ses-02_run-01_T1w.nii.gz	sub-054	ses-02	01	sub-054_ses-02_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-054/ses-02/anat/sub-054_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	30	sub-047_ses-01_run-01_T1w.nii.gz	sub-047	ses-01	01	sub-047_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-047/ses-01/anat/sub-047_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	31	sub-046_ses-02_run-01_T1w.nii.gz	sub-046	ses-02	01	sub-046_ses-02_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-046/ses-02/anat/sub-046_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	32	sub-039_ses-01_run-01_T1w.nii.gz	sub-039	ses-01	01	sub-039_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	33	sub-038_ses-01_run-02_T1w.nii.gz	sub-038	ses-01	02	sub-038_ses-01_run-02_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	34	sub-029_ses-01_run-01_T1w.nii.gz	sub-029	ses-01	01	sub-029_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	35	sub-028_ses-02_run-01_T1w.nii.gz	sub-028	ses-02	01	sub-028_ses-02_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	36	sub-027_ses-01_run-03_T1w.nii.gz	sub-027	ses-01	03	sub-027_ses-01_run-03_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz
high_model_uncertainty	37	sub-023_ses-01_run-01_T1w.nii.gz	sub-023	ses-01	01	sub-023_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	38	sub-022_ses-02_run-03_T1w.nii.gz	sub-022	ses-02	03	sub-022_ses-02_run-03_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz
high_model_uncertainty	39	sub-022_ses-01_run-02_T1w.nii.gz	sub-022	ses-01	02	sub-022_ses-01_run-02_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	40	sub-022_ses-01_run-01_T1w.nii.gz	sub-022	ses-01	01	sub-022_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	41	sub-019_ses-02_run-01_T1w.nii.gz	sub-019	ses-02	01	sub-019_ses-02_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	42	sub-017_ses-01_run-01_T1w.nii.gz	sub-017	ses-01	01	sub-017_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	43	sub-014_ses-01_run-01_T1w.nii.gz	sub-014	ses-01	01	sub-014_ses-01_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	44	sub-007_ses-02_run-03_T1w.nii.gz	sub-007	ses-02	03	sub-007_ses-02_run-03_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-007/ses-02/anat/sub-007_ses-02_run-03_T1w.nii.gz
high_model_uncertainty	45	sub-003_ses-02_run-01_T1w.nii.gz	sub-003	ses-02	01	sub-003_ses-02_run-01_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-003/ses-02/anat/sub-003_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	46	sub-003_ses-01_run-02_T1w.nii.gz	sub-003	ses-01	02	sub-003_ses-01_run-02_T1w.nii.gz	60.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-003/ses-01/anat/sub-003_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	47	sub-081_ses-01_run-01_T1w.nii.gz	sub-081	ses-01	01	sub-081_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-081/ses-01/anat/sub-081_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	48	sub-078_ses-01_run-01_T1w.nii.gz	sub-078	ses-01	01	sub-078_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-078/ses-01/anat/sub-078_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	49	sub-075_ses-01_run-01_T1w.nii.gz	sub-075	ses-01	01	sub-075_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-075/ses-01/anat/sub-075_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	50	sub-074_ses-01_run-02_T1w.nii.gz	sub-074	ses-01	02	sub-074_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-074/ses-01/anat/sub-074_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	51	sub-074_ses-01_run-01_T1w.nii.gz	sub-074	ses-01	01	sub-074_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-074/ses-01/anat/sub-074_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	52	sub-072_ses-02_run-02_T1w.nii.gz	sub-072	ses-02	02	sub-072_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-072/ses-02/anat/sub-072_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	53	sub-069_ses-01_run-01_T1w.nii.gz	sub-069	ses-01	01	sub-069_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-069/ses-01/anat/sub-069_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	54	sub-052_ses-02_run-02_T1w.nii.gz	sub-052	ses-02	02	sub-052_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-052/ses-02/anat/sub-052_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	55	sub-052_ses-01_run-02_T1w.nii.gz	sub-052	ses-01	02	sub-052_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-052/ses-01/anat/sub-052_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	56	sub-043_ses-02_run-05_T1w.nii.gz	sub-043	ses-02	05	sub-043_ses-02_run-05_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-043/ses-02/anat/sub-043_ses-02_run-05_T1w.nii.gz
high_model_uncertainty	57	sub-040_ses-02_run-02_T1w.nii.gz	sub-040	ses-02	02	sub-040_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	58	sub-039_ses-01_run-02_T1w.nii.gz	sub-039	ses-01	02	sub-039_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	59	sub-031_ses-01_run-02_T1w.nii.gz	sub-031	ses-01	02	sub-031_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	60	sub-030_ses-02_run-02_T1w.nii.gz	sub-030	ses-02	02	sub-030_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	61	sub-029_ses-02_run-02_T1w.nii.gz	sub-029	ses-02	02	sub-029_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	62	sub-025_ses-02_run-01_T1w.nii.gz	sub-025	ses-02	01	sub-025_ses-02_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	63	sub-025_ses-01_run-01_T1w.nii.gz	sub-025	ses-01	01	sub-025_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	64	sub-021_ses-01_run-01_T1w.nii.gz	sub-021	ses-01	01	sub-021_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	65	sub-020_ses-01_run-03_T1w.nii.gz	sub-020	ses-01	03	sub-020_ses-01_run-03_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.nii.gz
high_model_uncertainty	66	sub-018_ses-01_run-02_T1w.nii.gz	sub-018	ses-01	02	sub-018_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	67	sub-015_ses-02_run-01_T1w.nii.gz	sub-015	ses-02	01	sub-015_ses-02_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-015/ses-02/anat/sub-015_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	68	sub-011_ses-02_run-02_T1w.nii.gz	sub-011	ses-02	02	sub-011_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-011/ses-02/anat/sub-011_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	69	sub-009_ses-01_run-01_T1w.nii.gz	sub-009	ses-01	01	sub-009_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-009/ses-01/anat/sub-009_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	70	sub-008_ses-02_run-01_T1w.nii.gz	sub-008	ses-02	01	sub-008_ses-02_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-008/ses-02/anat/sub-008_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	71	sub-006_ses-01_run-03_T1w.nii.gz	sub-006	ses-01	03	sub-006_ses-01_run-03_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-006/ses-01/anat/sub-006_ses-01_run-03_T1w.nii.gz
high_model_uncertainty	72	sub-006_ses-01_run-02_T1w.nii.gz	sub-006	ses-01	02	sub-006_ses-01_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-006/ses-01/anat/sub-006_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	73	sub-005_ses-02_run-03_T1w.nii.gz	sub-005	ses-02	03	sub-005_ses-02_run-03_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-005/ses-02/anat/sub-005_ses-02_run-03_T1w.nii.gz
high_model_uncertainty	74	sub-005_ses-02_run-01_T1w.nii.gz	sub-005	ses-02	01	sub-005_ses-02_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-005/ses-02/anat/sub-005_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	75	sub-003_ses-01_run-01_T1w.nii.gz	sub-003	ses-01	01	sub-003_ses-01_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-003/ses-01/anat/sub-003_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	76	sub-002_ses-02_run-02_T1w.nii.gz	sub-002	ses-02	02	sub-002_ses-02_run-02_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-002/ses-02/anat/sub-002_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	77	sub-001_ses-02_run-01_T1w.nii.gz	sub-001	ses-02	01	sub-001_ses-02_run-01_T1w.nii.gz	40.0	0.970951	60.0	/lustre07/scratch/alexrees/bids/sub-001/ses-02/anat/sub-001_ses-02_run-01_T1w.nii.gz
