subject	session	run	task	series_description	bids_target	timing_source	timing_variables	status	confidence
sub-017	ses-01	04	movie	Movie2_AP	sub-017_ses-01_task-movie_run-04_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	05	movie	Movie3_AP	sub-017_ses-01_task-movie_run-05_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	06	movie	Movie3_AP	sub-017_ses-01_task-movie_run-06_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	07	movie	Movie4_AP	sub-017_ses-01_task-movie_run-07_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	06	fmri	fMRI1_AP	sub-017_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-01	08	movie	Movie4_AP	sub-017_ses-01_task-movie_run-08_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	01	rest	REST1_AP	sub-017_ses-01_task-rest_run-01_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	02	rest	REST1_AP	sub-017_ses-01_task-rest_run-02_bold	August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat;August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-01	03	control	Control2_AP	sub-017_ses-01_task-control_run-03_bold	August-18-2023_ 3-22-55_PM__scan_info_for_subject_subc17__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-01	04	control	Control2_AP	sub-017_ses-01_task-control_run-04_bold	August-18-2023_ 3-27-09_PM__scan_info_for_subject_subc17__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-01	05	control	Control3_PA	sub-017_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-01	06	control	Control3_PA	sub-017_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-01	07	fmri	fMRI2_AP	sub-017_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-01	08	fmri	fMRI2_AP	sub-017_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	01	fmri	fMRI3_AP	sub-017_ses-02_task-fmri_run-01_bold	April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	02	fmri	fMRI3_AP	sub-017_ses-02_task-fmri_run-02_bold	April-09-2024_ 9-57-30_AM__scan_info_for_subject_SUBC17__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	01	control	Control1_PA	sub-017_ses-02_task-control_run-01_bold	April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	02	control	Control1_PA	sub-017_ses-02_task-control_run-02_bold	April-09-2024_ 9-57-30_AM__scan_info_for_subject_SUBC17__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	03	fmri	fMRI4_AP	sub-017_ses-02_task-fmri_run-03_bold	April-09-2024_10-01-46_AM__scan_info_for_subject_SUBC17_sess02__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	04	fmri	fMRI4_AP	sub-017_ses-02_task-fmri_run-04_bold	April-09-2024_10-08-41_AM__scan_info_for_subject_subc17_sess02__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	01	movie	Movie1_AP	sub-017_ses-02_task-movie_run-01_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	02	movie	Movie1_AP	sub-017_ses-02_task-movie_run-02_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	05	fmri	fMRI1_AP	sub-017_ses-02_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	03	movie	Movie2_AP	sub-017_ses-02_task-movie_run-03_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	04	movie	Movie2_AP	sub-017_ses-02_task-movie_run-04_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	05	movie	Movie3_AP	sub-017_ses-02_task-movie_run-05_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	06	movie	Movie3_AP	sub-017_ses-02_task-movie_run-06_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	07	movie	Movie4_AP	sub-017_ses-02_task-movie_run-07_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	06	fmri	fMRI1_AP	sub-017_ses-02_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	08	movie	Movie4_AP	sub-017_ses-02_task-movie_run-08_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	01	rest	REST1_AP	sub-017_ses-02_task-rest_run-01_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	02	rest	REST1_AP	sub-017_ses-02_task-rest_run-02_bold	April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat;April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-017	ses-02	03	control	Control2_AP	sub-017_ses-02_task-control_run-03_bold	April-09-2024_10-01-46_AM__scan_info_for_subject_SUBC17_sess02__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	04	control	Control2_AP	sub-017_ses-02_task-control_run-04_bold	April-09-2024_10-08-41_AM__scan_info_for_subject_subc17_sess02__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-017	ses-02	05	control	Control3_PA	sub-017_ses-02_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	06	control	Control3_PA	sub-017_ses-02_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	07	fmri	fMRI2_AP	sub-017_ses-02_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-017	ses-02	08	fmri	fMRI2_AP	sub-017_ses-02_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	01	control	Control1_PA	sub-018_ses-01_task-control_run-01_bold	August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	02	control	Control1_PA	sub-018_ses-01_task-control_run-02_bold	August-28-2023_ 2-04-05_PM__scan_info_for_subject_c18__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	01	fmri	fMRI3_AP	sub-018_ses-01_task-fmri_run-01_bold	August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	02	fmri	fMRI3_AP	sub-018_ses-01_task-fmri_run-02_bold	August-28-2023_ 2-04-05_PM__scan_info_for_subject_c18__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	03	fmri	fMRI4_AP	sub-018_ses-01_task-fmri_run-03_bold	August-28-2023_ 2-09-22_PM__scan_info_for_subject_c18__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	04	fmri	fMRI4_AP	sub-018_ses-01_task-fmri_run-04_bold	August-28-2023_ 2-13-44_PM__scan_info_for_subject_c18__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	01	movie	Movie1_AP	sub-018_ses-01_task-movie_run-01_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	02	movie	Movie1_AP	sub-018_ses-01_task-movie_run-02_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	05	fmri	fMRI1_AP	sub-018_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	03	movie	Movie2_AP	sub-018_ses-01_task-movie_run-03_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	04	movie	Movie2_AP	sub-018_ses-01_task-movie_run-04_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	05	movie	Movie3_AP	sub-018_ses-01_task-movie_run-05_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	06	movie	Movie3_AP	sub-018_ses-01_task-movie_run-06_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	07	movie	Movie4_AP	sub-018_ses-01_task-movie_run-07_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	06	fmri	fMRI1_AP	sub-018_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	08	movie	Movie4_AP	sub-018_ses-01_task-movie_run-08_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	01	rest	REST1_AP	sub-018_ses-01_task-rest_run-01_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	02	rest	REST1_AP	sub-018_ses-01_task-rest_run-02_bold	August-28-2023_ 1-53-59_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-28-2023_ 1-59-07_PM__scan_info_for_subject_c18__selected_run_is_1__fmri_number_is1.mat;August-28-2023_ 1-59-34_PM__Subject_is_c18__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-018	ses-01	03	control	Control2_AP	sub-018_ses-01_task-control_run-03_bold	August-28-2023_ 2-09-22_PM__scan_info_for_subject_c18__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	04	control	Control2_AP	sub-018_ses-01_task-control_run-04_bold	August-28-2023_ 2-13-44_PM__scan_info_for_subject_c18__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-018	ses-01	05	control	Control3_PA	sub-018_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	06	control	Control3_PA	sub-018_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	07	fmri	fMRI2_AP	sub-018_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-018	ses-01	08	fmri	fMRI2_AP	sub-018_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-019	ses-01	01	control	Control1_PA	sub-019_ses-01_task-control_run-01_bold	September-07-2023_ 2-54-18_PM__scan_info_for_subject_c20__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	02	control	Control1_PA	sub-019_ses-01_task-control_run-02_bold	September-07-2023_ 2-59-19_PM__scan_info_for_subject_c20__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	01	fmri	fMRI3_AP	sub-019_ses-01_task-fmri_run-01_bold	September-07-2023_ 2-54-18_PM__scan_info_for_subject_c20__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	02	fmri	fMRI3_AP	sub-019_ses-01_task-fmri_run-02_bold	September-07-2023_ 2-59-19_PM__scan_info_for_subject_c20__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	03	fmri	fMRI4_AP	sub-019_ses-01_task-fmri_run-03_bold	September-07-2023_ 3-04-50_PM__scan_info_for_subject_c20__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	04	fmri	fMRI4_AP	sub-019_ses-01_task-fmri_run-04_bold	September-07-2023_ 3-09-40_PM__scan_info_for_subject_c20__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-019	ses-01	01	movie	Movie1_AP	sub-019_ses-01_task-movie_run-01_bold	September-07-2023_ 2-47-02_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;September-07-2023_ 2-54-18_PM__scan_info_for_subject_c20__selected_run_is_1__fmri_number_is1.mat;September-07-2023_ 2-54-54_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-019	ses-01	02	movie	Movie1_AP	sub-019_ses-01_task-movie_run-02_bold	September-07-2023_ 2-47-02_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;September-07-2023_ 2-54-18_PM__scan_info_for_subject_c20__selected_run_is_1__fmri_number_is1.mat;September-07-2023_ 2-54-54_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-019	ses-01	03	movie	Movie2_AP	sub-019_ses-01_task-movie_run-03_bold	September-07-2023_ 2-47-02_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;September-07-2023_ 2-54-18_PM__scan_info_for_subject_c20__selected_run_is_1__fmri_number_is1.mat;September-07-2023_ 2-54-54_PM__Subject_is_c20__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
