subject	session	run	task	series_description	bids_target	timing_source	timing_variables	status	confidence
sub-036	ses-01	05	fmri	fMRI1_AP	sub-036_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-01	03	movie	Movie2_AP	sub-036_ses-01_task-movie_run-03_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	04	movie	Movie2_AP	sub-036_ses-01_task-movie_run-04_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	05	movie	Movie3_AP	sub-036_ses-01_task-movie_run-05_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	06	movie	Movie3_AP	sub-036_ses-01_task-movie_run-06_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	07	movie	Movie4_AP	sub-036_ses-01_task-movie_run-07_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	06	fmri	fMRI1_AP	sub-036_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-01	08	movie	Movie4_AP	sub-036_ses-01_task-movie_run-08_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	01	rest	REST1_AP	sub-036_ses-01_task-rest_run-01_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	02	rest	REST1_AP	sub-036_ses-01_task-rest_run-02_bold	February-29-2024_11-47-14_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-29-2024_11-53-37_AM__scan_info_for_subject_subc37__selected_run_is_1__fmri_number_is1.mat;February-29-2024_11-54-07_AM__Subject_is_subc37__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-01	03	control	Control2_AP	sub-036_ses-01_task-control_run-03_bold	February-29-2024_12-03-08_PM__scan_info_for_subject_subc37__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-01	04	control	Control2_AP	sub-036_ses-01_task-control_run-04_bold	February-29-2024_12-07-26_PM__scan_info_for_subject_SUBC37__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-01	05	control	Control3_PA	sub-036_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-01	06	control	Control3_PA	sub-036_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-01	07	fmri	fMRI2_AP	sub-036_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-01	08	fmri	fMRI2_AP	sub-036_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	01	control	Control1_PA	sub-036_ses-02_task-control_run-01_bold	August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	02	control	Control1_PA	sub-036_ses-02_task-control_run-02_bold	August-30-2024_ 9-42-33_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	01	fmri	fMRI3_AP	sub-036_ses-02_task-fmri_run-01_bold	August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	02	fmri	fMRI3_AP	sub-036_ses-02_task-fmri_run-02_bold	August-30-2024_ 9-42-33_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	03	fmri	fMRI4_AP	sub-036_ses-02_task-fmri_run-03_bold	August-30-2024_ 9-47-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	04	fmri	fMRI4_AP	sub-036_ses-02_task-fmri_run-04_bold	August-30-2024_ 9-51-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	01	movie	Movie1_AP	sub-036_ses-02_task-movie_run-01_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	02	movie	Movie1_AP	sub-036_ses-02_task-movie_run-02_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	05	fmri	fMRI1_AP	sub-036_ses-02_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	03	movie	Movie2_AP	sub-036_ses-02_task-movie_run-03_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	04	movie	Movie2_AP	sub-036_ses-02_task-movie_run-04_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	05	movie	Movie3_AP	sub-036_ses-02_task-movie_run-05_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	06	movie	Movie3_AP	sub-036_ses-02_task-movie_run-06_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	07	movie	Movie4_AP	sub-036_ses-02_task-movie_run-07_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	06	fmri	fMRI1_AP	sub-036_ses-02_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	08	movie	Movie4_AP	sub-036_ses-02_task-movie_run-08_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	01	rest	REST1_AP	sub-036_ses-02_task-rest_run-01_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	02	rest	REST1_AP	sub-036_ses-02_task-rest_run-02_bold	August-30-2024_ 9-33-55_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat;August-30-2024_ 9-38-45_AM__Subject_is_SUBC037_Session02_2024AUG30__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-036	ses-02	03	control	Control2_AP	sub-036_ses-02_task-control_run-03_bold	August-30-2024_ 9-47-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	04	control	Control2_AP	sub-036_ses-02_task-control_run-04_bold	August-30-2024_ 9-51-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-036	ses-02	05	control	Control3_PA	sub-036_ses-02_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	06	control	Control3_PA	sub-036_ses-02_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	07	fmri	fMRI2_AP	sub-036_ses-02_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-036	ses-02	08	fmri	fMRI2_AP	sub-036_ses-02_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	01	control	Control1_PA	sub-037_ses-01_task-control_run-01_bold	March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	02	control	Control1_PA	sub-037_ses-01_task-control_run-02_bold	March-07-2024_ 2-56-46_PM__scan_info_for_subject_SUBC38__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	01	fmri	fMRI3_AP	sub-037_ses-01_task-fmri_run-01_bold	March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	02	fmri	fMRI3_AP	sub-037_ses-01_task-fmri_run-02_bold	March-07-2024_ 2-56-46_PM__scan_info_for_subject_SUBC38__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	03	fmri	fMRI4_AP	sub-037_ses-01_task-fmri_run-03_bold	March-07-2024_ 3-01-47_PM__scan_info_for_subject_subc38__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	04	fmri	fMRI4_AP	sub-037_ses-01_task-fmri_run-04_bold	March-07-2024_ 3-06-10_PM__scan_info_for_subject_subc38__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	01	movie	Movie1_AP	sub-037_ses-01_task-movie_run-01_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	02	movie	Movie1_AP	sub-037_ses-01_task-movie_run-02_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	05	fmri	fMRI1_AP	sub-037_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	03	movie	Movie2_AP	sub-037_ses-01_task-movie_run-03_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	04	movie	Movie2_AP	sub-037_ses-01_task-movie_run-04_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	05	movie	Movie3_AP	sub-037_ses-01_task-movie_run-05_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	06	movie	Movie3_AP	sub-037_ses-01_task-movie_run-06_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	07	movie	Movie4_AP	sub-037_ses-01_task-movie_run-07_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	06	fmri	fMRI1_AP	sub-037_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	08	movie	Movie4_AP	sub-037_ses-01_task-movie_run-08_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	01	rest	REST1_AP	sub-037_ses-01_task-rest_run-01_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	02	rest	REST1_AP	sub-037_ses-01_task-rest_run-02_bold	March-07-2024_ 2-46-37_PM__Subject_is_SUBC38_Session01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2024_ 2-52-13_PM__scan_info_for_subject_SUBC38_Session01__selected_run_is_1__fmri_number_is1.mat;March-07-2024_ 2-52-52_PM__Subject_is_SUBC38__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-037	ses-01	03	control	Control2_AP	sub-037_ses-01_task-control_run-03_bold	March-07-2024_ 3-01-47_PM__scan_info_for_subject_subc38__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	04	control	Control2_AP	sub-037_ses-01_task-control_run-04_bold	March-07-2024_ 3-06-10_PM__scan_info_for_subject_subc38__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-037	ses-01	05	control	Control3_PA	sub-037_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	06	control	Control3_PA	sub-037_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	07	fmri	fMRI2_AP	sub-037_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-037	ses-01	08	fmri	fMRI2_AP	sub-037_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-038	ses-01	01	control	Control1_PA	sub-038_ses-01_task-control_run-01_bold	March-10-2024_ 9-51-28_AM__scan_info_for_subject_SUBC39__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	02	control	Control1_PA	sub-038_ses-01_task-control_run-02_bold	March-10-2024_ 9-56-02_AM__scan_info_for_subject_SUBC39__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	01	fmri	fMRI3_AP	sub-038_ses-01_task-fmri_run-01_bold	March-10-2024_ 9-51-28_AM__scan_info_for_subject_SUBC39__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	02	fmri	fMRI3_AP	sub-038_ses-01_task-fmri_run-02_bold	March-10-2024_ 9-56-02_AM__scan_info_for_subject_SUBC39__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	03	fmri	fMRI4_AP	sub-038_ses-01_task-fmri_run-03_bold	March-10-2024_10-01-10_AM__scan_info_for_subject_SUBC39__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	04	fmri	fMRI4_AP	sub-038_ses-01_task-fmri_run-04_bold	March-10-2024_10-05-32_AM__scan_info_for_subject_SUBC39__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-038	ses-01	01	movie	Movie1_AP	sub-038_ses-01_task-movie_run-01_bold	March-10-2024_ 9-45-54_AM__Subject_is_SUBC39__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-10-2024_ 9-51-28_AM__scan_info_for_subject_SUBC39__selected_run_is_1__fmri_number_is1.mat;March-10-2024_ 9-51-49_AM__Subject_is_SUBC39__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
