subject	session	physio_uid	target_stem	target_bold_exists	target_already_has_trigger	start_time_missing	ambiguous
sub-032	ses-01	1.3.12.2.1107.5.2.43.166092.2024020915354260424968814.0.0.0	sub-032_ses-01_task-control_run-03	True	False	True	False
sub-032	ses-01	1.3.12.2.1107.5.2.43.166092.202402091538053177876303.0.0.0	sub-032_ses-01_task-control_run-05	True	False	True	False
sub-034	ses-01	1.3.12.2.1107.5.2.43.166092.2024022019004142553848531.0.0.0				True	True
sub-034	ses-01	1.3.12.2.1107.5.2.43.166092.2024022019025742570756022.0.0.0				True	True
sub-034	ses-02	1.3.12.2.1107.5.2.43.166092.2024082719094338666245253.0.0.0	sub-034_ses-02_task-control_run-03	True	False	True	False
sub-034	ses-02	1.3.12.2.1107.5.2.43.166092.2024082719115668164252742.0.0.0	sub-034_ses-02_task-control_run-05	True	False	True	False
sub-035	ses-01	1.3.12.2.1107.5.2.43.166092.2024022716094174651127211.0.0.0	sub-035_ses-01_task-control_run-03	True	False	True	False
sub-035	ses-01	1.3.12.2.1107.5.2.43.166092.2024022716115559415634700.0.0.0	sub-035_ses-01_task-control_run-05	True	False	True	False
sub-038	ses-01	1.3.12.2.1107.5.2.43.166092.2024031010552233644648533.0.0.0	sub-038_ses-01_task-control_run-03	True	False	True	False
sub-038	ses-01	1.3.12.2.1107.5.2.43.166092.202403101057379044556022.0.0.0	sub-038_ses-01_task-control_run-05	True	False	True	False
sub-039	ses-01	1.3.12.2.1107.5.2.43.166092.2024031818172329153404521.0.0.0	sub-039_ses-01_task-control_run-03	True	False	True	False
sub-039	ses-01	1.3.12.2.1107.5.2.43.166092.2024031818193497662612010.0.0.0	sub-039_ses-01_task-control_run-05	True	False	True	False
sub-040	ses-01	1.3.12.2.1107.5.2.43.166092.2024032117145638894241904.0.0.0	sub-040_ses-01_task-control_run-03	True	False	True	False
sub-040	ses-01	1.3.12.2.1107.5.2.43.166092.2024032117170892266949393.0.0.0	sub-040_ses-01_task-control_run-05	True	False	True	False
sub-041	ses-01	1.3.12.2.1107.5.2.43.166092.2024050610591785530558767.0.0.0	sub-041_ses-01_task-control_run-03	True	False	True	False
sub-041	ses-01	1.3.12.2.1107.5.2.43.166092.2024050611013760210966256.0.0.0	sub-041_ses-01_task-control_run-05	True	False	True	False
sub-041	ses-02	1.3.12.2.1107.5.2.43.166092.2024110814191617806763538.0.0.0	sub-041_ses-02_task-control_run-05	True	False	True	False
sub-041	ses-02	1.3.12.2.1107.5.2.43.166092.2024110814213096006471575.0.0.0	sub-041_ses-02_task-control_run-01	True	False	True	False
sub-043	ses-02	1.3.12.2.1107.5.2.43.166092.2025021915290675350309730.0.0.0				True	True
sub-043	ses-02	1.3.12.2.1107.5.2.43.166092.202502191531238229417219.0.0.0				True	True
sub-044	ses-02	1.3.12.2.1107.5.2.43.166092.2025021011302491694948532.0.0.0	sub-044_ses-02_task-control_run-03	True	False	True	False
sub-044	ses-02	1.3.12.2.1107.5.2.43.166092.202502101132415645256021.0.0.0	sub-044_ses-02_task-control_run-05	True	False	True	False
sub-045	ses-01	1.3.12.2.1107.5.2.43.166092.2024082315053327554948538.0.0.0	sub-045_ses-01_task-control_run-03	True	False	True	False
sub-045	ses-01	1.3.12.2.1107.5.2.43.166092.2024082315075052842756027.0.0.0	sub-045_ses-01_task-control_run-05	True	False	True	False
sub-046	ses-01	1.3.12.2.1107.5.2.43.166092.2024082712290276893086751.0.0.0	sub-046_ses-01_task-control_run-03	True	False	True	False
sub-046	ses-01	1.3.12.2.1107.5.2.43.166092.2024082712311051323094241.0.0.0	sub-046_ses-01_task-control_run-05	True	False	True	False
sub-046	ses-02	1.3.12.2.1107.5.2.43.166092.2025022311575676055948533.0.0.0	sub-046_ses-02_task-control_run-03	True	False	True	False
sub-046	ses-02	1.3.12.2.1107.5.2.43.166092.2025022312001743961856022.0.0.0	sub-046_ses-02_task-control_run-05	True	False	True	False
sub-050	ses-01	1.3.12.2.1107.5.2.43.166092.202410151432481241622492.0.0.0	sub-050_ses-01_task-control_run-03	True	False	True	False
sub-050	ses-01	1.3.12.2.1107.5.2.43.166092.2024101514350325151629994.0.0.0	sub-050_ses-01_task-control_run-05	True	False	True	False
sub-051	ses-01	1.3.12.2.1107.5.2.43.166092.2024110511213820666948532.0.0.0	sub-051_ses-01_task-control_run-03	True	False	True	False
sub-051	ses-01	1.3.12.2.1107.5.2.43.166092.202411051123575876556021.0.0.0	sub-051_ses-01_task-control_run-05	True	False	True	False
sub-054	ses-01	1.3.12.2.1107.5.2.43.166092.2025021115524296876160767.0.0.0	sub-054_ses-01_task-control_run-03	True	False	True	False
sub-054	ses-01	1.3.12.2.1107.5.2.43.166092.2025021115524296876160767.0.0.0	sub-054_ses-01_task-control_run-03	True	False	True	False
sub-054	ses-01	1.3.12.2.1107.5.2.43.166092.2025021115544560719068804.0.0.0	sub-054_ses-01_task-control_run-05	True	False	True	False
sub-057	ses-01	1.3.12.2.1107.5.2.43.166092.2024052817515777332852501.0.0.0	sub-057_ses-01_task-control_run-03	True	False	True	False
sub-057	ses-01	1.3.12.2.1107.5.2.43.166092.2024052817541153329060538.0.0.0	sub-057_ses-01_task-control_run-05	True	False	True	False
sub-059	ses-01	1.3.12.2.1107.5.2.43.166092.2025050310561098638048532.0.0.0	sub-059_ses-01_task-control_run-03	True	False	True	False
sub-059	ses-01	1.3.12.2.1107.5.2.43.166092.2025050310582368079656021.0.0.0	sub-059_ses-01_task-control_run-05	True	False	True	False
sub-060	ses-01	1.3.12.2.1107.5.2.43.166092.2025051712423737588023665.0.0.0	sub-060_ses-01_task-control_run-03	True	False	True	False
