subject	session	task	run	TR	n_volumes	duration_seconds	AcquisitionTime
sub-023	ses-02	movie	03	0.937	210	196.77	NA
sub-023	ses-02	movie	05	0.937	210	196.77	NA
sub-023	ses-02	movie	07	0.937	210	196.77	NA
sub-023	ses-02	rest	01	0.937	320	299.84	NA
sub-024	ses-01	control	01	0.937	20	18.74	NA
sub-024	ses-01	control	03	0.937	20	18.74	NA
sub-024	ses-01	control	05	0.937	20	18.74	NA
sub-024	ses-01	fmri	01	0.937	226	211.762	NA
sub-024	ses-01	fmri	03	0.937	226	211.762	NA
sub-024	ses-01	fmri	05	0.937	226	211.762	NA
sub-024	ses-01	fmri	07	0.937	226	211.762	NA
sub-024	ses-01	movie	01	0.937	210	196.77	NA
sub-024	ses-01	movie	03	0.937	210	196.77	NA
sub-024	ses-01	movie	05	0.937	210	196.77	NA
sub-024	ses-01	movie	07	0.937	210	196.77	NA
sub-024	ses-01	rest	01	0.937	320	299.84	NA
sub-024	ses-02	control	01	0.937	20	18.74	NA
sub-024	ses-02	control	03	0.937	20	18.74	NA
sub-024	ses-02	control	05	0.937	20	18.74	NA
sub-024	ses-02	fmri	01	0.937	226	211.762	NA
sub-024	ses-02	fmri	03	0.937	226	211.762	NA
sub-024	ses-02	fmri	05	0.937	226	211.762	NA
sub-024	ses-02	fmri	07	0.937	226	211.762	NA
sub-024	ses-02	fmri	08	0.937	226	211.762	NA
sub-024	ses-02	fmri	11	0.937	226	211.762	NA
sub-024	ses-02	movie	01	0.937	210	196.77	NA
sub-024	ses-02	movie	03	0.937	210	196.77	NA
sub-024	ses-02	movie	05	0.937	210	196.77	NA
sub-024	ses-02	movie	07	0.937	210	196.77	NA
sub-024	ses-02	rest	01	0.937	320	299.84	NA
sub-025	ses-01	control	01	0.937	20	18.74	NA
sub-025	ses-01	control	03	0.937	20	18.74	NA
sub-025	ses-01	control	05	0.937	20	18.74	NA
sub-025	ses-01	fmri	01	0.937	226	211.762	NA
sub-025	ses-01	fmri	03	0.937	226	211.762	NA
sub-025	ses-01	fmri	05	0.937	226	211.762	NA
sub-025	ses-01	fmri	07	0.937	55	51.535	NA
sub-025	ses-01	fmri	09	0.937	226	211.762	NA
sub-025	ses-01	movie	01	0.937	210	196.77	NA
sub-025	ses-01	movie	03	0.937	210	196.77	NA
sub-025	ses-01	movie	05	0.937	210	196.77	NA
sub-025	ses-01	movie	07	0.937	210	196.77	NA
sub-025	ses-01	rest	01	0.937	320	299.84	NA
sub-025	ses-02	control	01	0.937	20	18.74	NA
sub-025	ses-02	control	03	0.937	20	18.74	NA
sub-025	ses-02	control	05	0.937	20	18.74	NA
sub-025	ses-02	fmri	01	0.937	226	211.762	NA
sub-025	ses-02	fmri	03	0.937	226	211.762	NA
sub-025	ses-02	fmri	05	0.937	226	211.762	NA
sub-025	ses-02	fmri	07	0.937	226	211.762	NA
sub-025	ses-02	movie	01	0.937	210	196.77	NA
sub-025	ses-02	movie	03	0.937	210	196.77	NA
sub-025	ses-02	movie	05	0.937	210	196.77	NA
sub-025	ses-02	movie	07	0.937	210	196.77	NA
sub-025	ses-02	rest	01	0.937	320	299.84	NA
sub-026	ses-01	control	01	0.937	20	18.74	NA
sub-026	ses-01	control	03	0.937	20	18.74	NA
sub-026	ses-01	control	05	0.937	20	18.74	NA
sub-026	ses-01	fmri	01	0.937	226	211.762	NA
sub-026	ses-01	fmri	03	0.937	226	211.762	NA
sub-026	ses-01	fmri	05	0.937	226	211.762	NA
sub-026	ses-01	fmri	07	0.937	226	211.762	NA
sub-026	ses-01	movie	01	0.937	210	196.77	NA
sub-026	ses-01	movie	03	0.937	210	196.77	NA
sub-026	ses-01	movie	05	0.937	210	196.77	NA
sub-026	ses-01	movie	07	0.937	210	196.77	NA
sub-026	ses-01	rest	01	0.937	320	299.84	NA
sub-026	ses-02	control	01	0.937	20	18.74	NA
sub-026	ses-02	control	03	0.937	20	18.74	NA
sub-026	ses-02	control	05	0.937	20	18.74	NA
sub-026	ses-02	fmri	01	0.937	226	211.762	NA
sub-026	ses-02	fmri	03	0.937	226	211.762	NA
sub-026	ses-02	fmri	05	0.937	226	211.762	NA
sub-026	ses-02	fmri	07	0.937	226	211.762	NA
sub-026	ses-02	movie	01	0.937	210	196.77	NA
sub-026	ses-02	movie	03	0.937	210	196.77	NA
sub-026	ses-02	movie	05	0.937	210	196.77	NA
sub-026	ses-02	movie	07	0.937	210	196.77	NA
sub-026	ses-02	rest	01	0.937	320	299.84	NA
sub-027	ses-01	control	01	0.937	20	18.74	NA
sub-027	ses-01	control	03	0.937	20	18.74	NA
sub-027	ses-01	control	05	0.937	20	18.74	NA
sub-027	ses-01	fmri	01	0.937	226	211.762	NA
sub-027	ses-01	fmri	03	0.937	226	211.762	NA
sub-027	ses-01	fmri	05	0.937	226	211.762	NA
sub-027	ses-01	fmri	07	0.937	226	211.762	NA
sub-027	ses-01	movie	01	0.937	210	196.77	NA
sub-027	ses-01	movie	03	0.937	210	196.77	NA
sub-027	ses-01	movie	05	0.937	210	196.77	NA
sub-027	ses-01	movie	07	0.937	210	196.77	NA
sub-027	ses-01	rest	01	0.937	320	299.84	NA
sub-027	ses-02	control	01	0.937	20	18.74	NA
sub-027	ses-02	control	03	0.937	20	18.74	NA
sub-027	ses-02	control	05	0.937	20	18.74	NA
sub-027	ses-02	fmri	01	0.937	226	211.762	NA
sub-027	ses-02	fmri	03	0.937	226	211.762	NA
sub-027	ses-02	fmri	05	0.937	226	211.762	NA
sub-027	ses-02	fmri	07	0.937	226	211.762	NA
sub-027	ses-02	movie	01	0.937	210	196.77	NA
sub-027	ses-02	movie	03	0.937	210	196.77	NA
sub-027	ses-02	movie	05	0.937	210	196.77	NA
sub-027	ses-02	movie	07	0.937	210	196.77	NA
sub-027	ses-02	rest	01	0.937	320	299.84	NA
sub-028	ses-01	control	01	0.937	20	18.74	NA
sub-028	ses-01	control	03	0.937	20	18.74	NA
sub-028	ses-01	control	05	0.937	20	18.74	NA
sub-028	ses-01	fmri	01	0.937	226	211.762	NA
sub-028	ses-01	fmri	03	0.937	226	211.762	NA
sub-028	ses-01	fmri	05	0.937	226	211.762	NA
sub-028	ses-01	fmri	07	0.937	226	211.762	NA
sub-028	ses-01	movie	01	0.937	210	196.77	NA
sub-028	ses-01	movie	03	0.937	210	196.77	NA
sub-028	ses-01	movie	05	0.937	210	196.77	NA
sub-028	ses-01	movie	07	0.937	210	196.77	NA
sub-028	ses-01	rest	01	0.937	320	299.84	NA
sub-028	ses-02	control	01	0.937	20	18.74	NA
sub-028	ses-02	control	03	0.937	20	18.74	NA
sub-028	ses-02	control	05	0.937	20	18.74	NA
sub-028	ses-02	fmri	02	0.937	226	211.762	NA
sub-028	ses-02	fmri	04	0.937	226	211.762	NA
sub-028	ses-02	fmri	06	0.937	226	211.762	NA
sub-028	ses-02	fmri	08	0.937	226	211.762	NA
sub-028	ses-02	movie	01	0.937	210	196.77	NA
sub-028	ses-02	movie	03	0.937	210	196.77	NA
sub-028	ses-02	movie	05	0.937	210	196.77	NA
sub-028	ses-02	movie	07	0.937	210	196.77	NA
sub-028	ses-02	rest	01	0.937	320	299.84	NA
sub-029	ses-01	control	01	0.937	20	18.74	NA
sub-029	ses-01	control	03	0.937	20	18.74	NA
sub-029	ses-01	control	05	0.937	20	18.74	NA
sub-029	ses-01	fmri	01	0.937	226	211.762	NA
sub-029	ses-01	fmri	03	0.937	226	211.762	NA
sub-029	ses-01	fmri	05	0.937	226	211.762	NA
sub-029	ses-01	fmri	07	0.937	226	211.762	NA
sub-029	ses-01	movie	01	0.937	210	196.77	NA
sub-029	ses-01	movie	03	0.937	210	196.77	NA
sub-029	ses-01	movie	05	0.937	210	196.77	NA
sub-029	ses-01	movie	07	0.937	210	196.77	NA
sub-029	ses-01	rest	01	0.937	320	299.84	NA
sub-029	ses-02	control	01	0.937	20	18.74	NA
sub-029	ses-02	control	03	0.937	20	18.74	NA
sub-029	ses-02	control	05	0.937	20	18.74	NA
sub-029	ses-02	fmri	01	0.937	226	211.762	NA
sub-029	ses-02	fmri	03	0.937	226	211.762	NA
sub-029	ses-02	fmri	05	0.937	226	211.762	NA
sub-029	ses-02	fmri	07	0.937	226	211.762	NA
sub-029	ses-02	movie	01	0.937	210	196.77	NA
sub-029	ses-02	movie	03	0.937	210	196.77	NA
sub-029	ses-02	movie	05	0.937	210	196.77	NA
sub-029	ses-02	movie	07	0.937	210	196.77	NA
sub-029	ses-02	rest	01	0.937	320	299.84	NA
sub-030	ses-01	control	01	0.937	20	18.74	NA
sub-030	ses-01	control	03	0.937	20	18.74	NA
sub-030	ses-01	control	05	0.937	20	18.74	NA
sub-030	ses-01	fmri	01	0.937	226	211.762	NA
sub-030	ses-01	fmri	03	0.937	226	211.762	NA
sub-030	ses-01	fmri	05	0.937	226	211.762	NA
sub-030	ses-01	fmri	07	0.937	226	211.762	NA
sub-030	ses-01	movie	01	0.937	210	196.77	NA
sub-030	ses-01	movie	03	0.937	210	196.77	NA
sub-030	ses-01	movie	05	0.937	210	196.77	NA
sub-030	ses-01	movie	07	0.937	210	196.77	NA
sub-030	ses-01	rest	01	0.937	320	299.84	NA
sub-030	ses-02	control	01	0.937	20	18.74	NA
sub-030	ses-02	control	03	0.937	20	18.74	NA
sub-030	ses-02	control	05	0.937	20	18.74	NA
sub-030	ses-02	fmri	01	0.937	226	211.762	NA
sub-030	ses-02	fmri	03	0.937	226	211.762	NA
sub-030	ses-02	fmri	05	0.937	226	211.762	NA
sub-030	ses-02	fmri	07	0.937	226	211.762	NA
sub-030	ses-02	movie	01	0.937	210	196.77	NA
sub-030	ses-02	movie	03	0.937	210	196.77	NA
sub-030	ses-02	movie	05	0.937	210	196.77	NA
sub-030	ses-02	movie	07	0.937	210	196.77	NA
sub-030	ses-02	rest	01	0.937	320	299.84	NA
sub-031	ses-01	control	01	0.937	20	18.74	NA
sub-031	ses-01	control	03	0.937	20	18.74	NA
sub-031	ses-01	control	05	0.937	20	18.74	NA
sub-031	ses-01	fmri	01	0.937	226	211.762	NA
sub-031	ses-01	fmri	03	0.937	226	211.762	NA
sub-031	ses-01	fmri	05	0.937	226	211.762	NA
sub-031	ses-01	fmri	07	0.937	226	211.762	NA
sub-031	ses-01	movie	01	0.937	210	196.77	NA
sub-031	ses-01	movie	03	0.937	210	196.77	NA
sub-031	ses-01	movie	05	0.937	210	196.77	NA
sub-031	ses-01	movie	07	0.937	210	196.77	NA
sub-031	ses-01	rest	01	0.937	320	299.84	NA
sub-031	ses-02	control	01	0.937	20	18.74	NA
sub-031	ses-02	control	03	0.937	20	18.74	NA
sub-031	ses-02	control	05	0.937	20	18.74	NA
sub-031	ses-02	fmri	01	0.937	226	211.762	NA
sub-031	ses-02	fmri	03	0.937	226	211.762	NA
sub-031	ses-02	fmri	05	0.937	226	211.762	NA
sub-031	ses-02	fmri	07	0.937	226	211.762	NA
sub-031	ses-02	movie	01	0.937	210	196.77	NA
sub-031	ses-02	movie	03	0.937	210	196.77	NA
sub-031	ses-02	movie	05	0.937	210	196.77	NA
sub-031	ses-02	movie	07	0.937	210	196.77	NA
sub-031	ses-02	rest	01	0.937	320	299.84	NA
sub-032	ses-01	control	01	0.937	20	18.74	NA
sub-032	ses-01	control	03	0.937	20	18.74	NA
sub-032	ses-01	control	05	0.937	20	18.74	NA
sub-032	ses-01	fmri	01	0.937	226	211.762	NA
sub-032	ses-01	fmri	03	0.937	226	211.762	NA
sub-032	ses-01	fmri	05	0.937	226	211.762	NA
sub-032	ses-01	fmri	07	0.937	226	211.762	NA
sub-032	ses-01	movie	01	0.937	210	196.77	NA
sub-032	ses-01	movie	03	0.937	210	196.77	NA
sub-032	ses-01	movie	05	0.937	210	196.77	NA
sub-032	ses-01	movie	07	0.937	210	196.77	NA
sub-032	ses-01	rest	01	0.937	320	299.84	NA
sub-033	ses-01	control	01	0.937	20	18.74	NA
